date,time,away_team,home_team,away_odds,home_odds,away_score,home_score
01 Oct 2021,,Philadelphia Phillies,Miami Marlins,-125,-105,5,0
01 Oct 2021,,Baltimore Orioles,Toronto Blue Jays,+290,-385,4,6
01 Oct 2021,,Boston Red Sox,Washington Nationals,-213,+170,4,2
01 Oct 2021,,Tampa Bay Rays,New York Yankees,+104,-135,4,3
01 Oct 2021,,Cincinnati Reds,Pittsburgh Pirates,-213,+170,2,9
30 Sep 2021,,San Diego Padres,Los Angeles Dodgers,+200,-250,3,8
30 Sep 2021,,Arizona Diamondbacks,San Francisco Giants,+185,-233,4,5
30 Sep 2021,,Cleveland Guardians,Kansas City Royals,-161,+129,6,1
30 Sep 2021,,Detroit Tigers,Minnesota Twins,+154,-185,10,7
30 Sep 2021,,Philadelphia Phillies,Atlanta Braves,+129,-161,3,5
30 Sep 2021,,Tampa Bay Rays,Houston Astros,+125,-156,2,3
30 Sep 2021,,Miami Marlins,New York Mets,+175,-222,3,12
30 Sep 2021,,New York Yankees,Toronto Blue Jays,+120,-152,6,2
30 Sep 2021,,Boston Red Sox,Baltimore Orioles,-233,+185,2,6
30 Sep 2021,,Chicago Cubs,Pittsburgh Pirates,-185,+154,9,0
30 Sep 2021,,Los Angeles Angels,Texas Rangers,-156,+125,6,7
30 Sep 2021,,Milwaukee Brewers,St.Louis Cardinals,-105,-125,3,4
29 Sep 2021,,Athletics,Seattle Mariners,-111,-120,2,4
29 Sep 2021,,San Diego Padres,Los Angeles Dodgers,+260,-345,9,11
29 Sep 2021,,Arizona Diamondbacks,San Francisco Giants,+220,-286,0,1
29 Sep 2021,,Cincinnati Reds,Chicago White Sox,+160,-192,1,6
29 Sep 2021,,Cleveland Guardians,Kansas City Royals,-125,-105,5,10
29 Sep 2021,,Tampa Bay Rays,Houston Astros,+120,-152,7,0
29 Sep 2021,,Los Angeles Angels,Texas Rangers,-152,+129,7,2
29 Sep 2021,,Milwaukee Brewers,St.Louis Cardinals,-105,-116,4,0
29 Sep 2021,,Detroit Tigers,Minnesota Twins,+154,-185,2,5
29 Sep 2021,,Philadelphia Phillies,Atlanta Braves,+129,-161,2,7
29 Sep 2021,,Miami Marlins,New York Mets,+150,-182,3,2
29 Sep 2021,,New York Yankees,Toronto Blue Jays,-125,-105,5,6
29 Sep 2021,,Boston Red Sox,Baltimore Orioles,-244,+200,6,0
29 Sep 2021,,Chicago Cubs,Pittsburgh Pirates,-132,+100,3,2
29 Sep 2021,,Washington Nationals,Colorado Rockies,+100,-132,5,10
28 Sep 2021,,Athletics,Seattle Mariners,-120,-111,2,4
28 Sep 2021,,San Diego Padres,Los Angeles Dodgers,+160,-192,1,2
28 Sep 2021,,Arizona Diamondbacks,San Francisco Giants,+215,-270,4,6
28 Sep 2021,,Washington Nationals,Colorado Rockies,+110,-141,1,3
28 Sep 2021,,Cincinnati Reds,Chicago White Sox,+150,-182,1,7
28 Sep 2021,,Cleveland Guardians,Kansas City Royals,+100,-132,4,6
28 Sep 2021,,Tampa Bay Rays,Houston Astros,+110,-141,3,4
28 Sep 2021,,Los Angeles Angels,Texas Rangers,-125,-105,2,5
28 Sep 2021,,Milwaukee Brewers,St.Louis Cardinals,-125,-105,2,6
28 Sep 2021,,Detroit Tigers,Minnesota Twins,+125,-156,2,3
28 Sep 2021,,Philadelphia Phillies,Atlanta Braves,-105,-125,1,2
28 Sep 2021,,New York Yankees,Toronto Blue Jays,+104,-135,7,2
28 Sep 2021,,Boston Red Sox,Baltimore Orioles,-286,+220,2,4
28 Sep 2021,,Chicago Cubs,Pittsburgh Pirates,-116,-116,6,8
28 Sep 2021,,Miami Marlins,New York Mets,,,2,5
27 Sep 2021,,Athletics,Seattle Mariners,+100,-132,4,13
27 Sep 2021,,Washington Nationals,Colorado Rockies,+140,-172,5,4
27 Sep 2021,,Chicago White Sox,Detroit Tigers,-156,+125,8,7
27 Sep 2021,,Pittsburgh Pirates,Cincinnati Reds,+145,-175,1,13
27 Sep 2021,,Kansas City Royals,Cleveland Guardians,+150,-182,3,8
26 Sep 2021,,New York Yankees,Boston Red Sox,-116,-116,6,3
26 Sep 2021,,Los Angeles Dodgers,Arizona Diamondbacks,-294,+225,3,0
26 Sep 2021,,Atlanta Braves,San Diego Padres,+100,-132,4,3
26 Sep 2021,,Houston Astros,Athletics,-125,-105,3,4
26 Sep 2021,,Seattle Mariners,Los Angeles Angels,+104,-135,5,1
26 Sep 2021,,San Francisco Giants,Colorado Rockies,-172,+140,6,2
26 Sep 2021,,St.Louis Cardinals,Chicago Cubs,-156,+125,4,2
26 Sep 2021,,New York Mets,Milwaukee Brewers,+135,-167,4,8
26 Sep 2021,,Toronto Blue Jays,Minnesota Twins,-182,+150,5,2
26 Sep 2021,,Chicago White Sox,Cleveland Guardians,-161,+129,5,2
26 Sep 2021,,Washington Nationals,Cincinnati Reds,+154,-185,2,9
26 Sep 2021,,Miami Marlins,Tampa Bay Rays,+220,-286,2,3
26 Sep 2021,,Texas Rangers,Baltimore Orioles,+104,-135,7,4
26 Sep 2021,,Pittsburgh Pirates,Philadelphia Phillies,+190,-238,6,0
26 Sep 2021,,Kansas City Royals,Detroit Tigers,-116,-116,2,1
25 Sep 2021,,Seattle Mariners,Los Angeles Angels,-147,+114,1,14
25 Sep 2021,,Los Angeles Dodgers,Arizona Diamondbacks,-270,+215,2,7
25 Sep 2021,,San Francisco Giants,Colorado Rockies,-152,+120,7,2
25 Sep 2021,,Atlanta Braves,San Diego Padres,-132,+100,10,8
25 Sep 2021,,Chicago White Sox,Cleveland Guardians,-213,+170,0,6
25 Sep 2021,,New York Mets,Milwaukee Brewers,+170,-213,1,2
25 Sep 2021,,Washington Nationals,Cincinnati Reds,+104,-135,6,7
25 Sep 2021,,Toronto Blue Jays,Minnesota Twins,-192,+160,6,1
25 Sep 2021,,Texas Rangers,Baltimore Orioles,-105,-125,2,3
25 Sep 2021,,Kansas City Royals,Detroit Tigers,+104,-135,1,5
25 Sep 2021,,Miami Marlins,Tampa Bay Rays,+165,-200,3,7
25 Sep 2021,,New York Yankees,Boston Red Sox,-111,-120,5,3
25 Sep 2021,,Houston Astros,Athletics,-120,-111,1,2
25 Sep 2021,,Pittsburgh Pirates,Philadelphia Phillies,+225,-294,0,3
25 Sep 2021,,St.Louis Cardinals,Chicago Cubs,-156,+125,8,5
24 Sep 2021,,Atlanta Braves,San Diego Padres,-132,+110,4,0
24 Sep 2021,,Los Angeles Dodgers,Arizona Diamondbacks,-238,+190,4,2
24 Sep 2021,,Houston Astros,Athletics,+104,-135,2,14
24 Sep 2021,,Seattle Mariners,Los Angeles Angels,-135,+104,6,5
24 Sep 2021,,San Diego Padres,Atlanta Braves,,,6,5
24 Sep 2021,,San Francisco Giants,Colorado Rockies,-213,+170,7,2
24 Sep 2021,,New York Mets,Milwaukee Brewers,+114,-147,1,5
24 Sep 2021,,Toronto Blue Jays,Minnesota Twins,-167,+135,1,3
24 Sep 2021,,St.Louis Cardinals,Chicago Cubs,,,12,4
24 Sep 2021,,New York Yankees,Boston Red Sox,-125,-105,8,3
24 Sep 2021,,Chicago White Sox,Cleveland Guardians,-125,-105,1,0
24 Sep 2021,,Washington Nationals,Cincinnati Reds,+140,-172,7,8
24 Sep 2021,,Kansas City Royals,Detroit Tigers,-116,-116,3,1
24 Sep 2021,,Miami Marlins,Tampa Bay Rays,+210,-263,0,8
24 Sep 2021,,Texas Rangers,Baltimore Orioles,-116,-116,8,5
24 Sep 2021,,Pittsburgh Pirates,Philadelphia Phillies,+195,-244,6,8
23 Sep 2021,,Houston Astros,Los Angeles Angels,-167,+135,2,3
23 Sep 2021,,Toronto Blue Jays,Minnesota Twins,-147,+114,2,7
23 Sep 2021,,Texas Rangers,Baltimore Orioles,-135,+104,0,3
23 Sep 2021,,Pittsburgh Pirates,Philadelphia Phillies,+225,-294,6,12
23 Sep 2021,,Washington Nationals,Cincinnati Reds,+170,-213,3,2
23 Sep 2021,,San Francisco Giants,San Diego Padres,-125,-105,6,7
23 Sep 2021,,Atlanta Braves,Arizona Diamondbacks,-213,+170,4,6
23 Sep 2021,,Seattle Mariners,Athletics,+140,-172,6,5
23 Sep 2021,,Los Angeles Dodgers,Colorado Rockies,-270,+215,7,5
23 Sep 2021,,St.Louis Cardinals,Milwaukee Brewers,-105,-125,8,5
23 Sep 2021,,Chicago White Sox,Cleveland Guardians,,,7,2
22 Sep 2021,,San Francisco Giants,San Diego Padres,-116,-116,8,6
22 Sep 2021,,Atlanta Braves,Arizona Diamondbacks,-175,+145,9,2
22 Sep 2021,,Seattle Mariners,Athletics,+125,-156,4,1
22 Sep 2021,,Houston Astros,Los Angeles Angels,-222,+175,9,5
22 Sep 2021,,Los Angeles Dodgers,Colorado Rockies,-213,+170,5,10
22 Sep 2021,,Minnesota Twins,Chicago Cubs,-120,-111,5,4
22 Sep 2021,,St.Louis Cardinals,Milwaukee Brewers,+104,-135,10,2
22 Sep 2021,,New York Mets,Boston Red Sox,+154,-185,5,12
22 Sep 2021,,Baltimore Orioles,Philadelphia Phillies,+280,-370,3,4
22 Sep 2021,,Texas Rangers,New York Yankees,+225,-294,3,7
22 Sep 2021,,Washington Nationals,Miami Marlins,+110,-141,7,5
22 Sep 2021,,Toronto Blue Jays,Tampa Bay Rays,-116,-116,1,7
21 Sep 2021,,San Francisco Giants,San Diego Padres,-111,-120,6,5
21 Sep 2021,,Seattle Mariners,Athletics,+110,-141,5,2
21 Sep 2021,,Atlanta Braves,Arizona Diamondbacks,-156,+125,6,1
21 Sep 2021,,Houston Astros,Los Angeles Angels,-200,+165,10,5
21 Sep 2021,,Los Angeles Dodgers,Colorado Rockies,-227,+179,5,4
21 Sep 2021,,Minnesota Twins,Chicago Cubs,+100,-132,9,5
21 Sep 2021,,St.Louis Cardinals,Milwaukee Brewers,+170,-213,2,1
21 Sep 2021,,New York Mets,Boston Red Sox,+110,-141,3,6
21 Sep 2021,,Toronto Blue Jays,Tampa Bay Rays,-116,-116,4,2
21 Sep 2021,,Baltimore Orioles,Philadelphia Phillies,+175,-222,2,3
21 Sep 2021,,Texas Rangers,New York Yankees,+220,-286,1,7
21 Sep 2021,,Pittsburgh Pirates,Cincinnati Reds,+190,-238,6,2
21 Sep 2021,,Washington Nationals,Miami Marlins,+120,-152,7,1
21 Sep 2021,,Kansas City Royals,Cleveland Guardians,+129,-161,1,4
21 Sep 2021,,Chicago White Sox,Detroit Tigers,-172,+140,3,5
20 Sep 2021,,Atlanta Braves,Arizona Diamondbacks,-185,+154,11,4
20 Sep 2021,,Seattle Mariners,Athletics,+150,-182,4,2
20 Sep 2021,,Houston Astros,Los Angeles Angels,-244,+195,10,0
20 Sep 2021,,St.Louis Cardinals,Milwaukee Brewers,+165,-200,5,2
20 Sep 2021,,Toronto Blue Jays,Tampa Bay Rays,-141,+110,4,6
20 Sep 2021,,Baltimore Orioles,Philadelphia Phillies,+175,-222,2,0
20 Sep 2021,,Texas Rangers,New York Yankees,+225,-294,3,4
20 Sep 2021,,Chicago White Sox,Detroit Tigers,-244,+195,3,4
20 Sep 2021,,Pittsburgh Pirates,Cincinnati Reds,+160,-182,5,9
20 Sep 2021,,Washington Nationals,Miami Marlins,-120,-111,7,8
20 Sep 2021,,Kansas City Royals,Cleveland Guardians,,,7,2
19 Sep 2021,,Philadelphia Phillies,New York Mets,+110,-141,2,3
19 Sep 2021,,Athletics,Los Angeles Angels,-147,+114,3,2
19 Sep 2021,,Atlanta Braves,San Francisco Giants,+104,-135,3,0
19 Sep 2021,,Chicago White Sox,Texas Rangers,-222,+175,7,2
19 Sep 2021,,San Diego Padres,St.Louis Cardinals,-105,-125,7,8
19 Sep 2021,,Arizona Diamondbacks,Houston Astros,+170,-213,6,7
19 Sep 2021,,Chicago Cubs,Milwaukee Brewers,+190,-238,6,4
19 Sep 2021,,Seattle Mariners,Kansas City Royals,-132,+100,7,1
19 Sep 2021,,Baltimore Orioles,Boston Red Sox,+250,-333,6,8
19 Sep 2021,,Los Angeles Dodgers,Cincinnati Reds,-213,+170,8,5
19 Sep 2021,,Detroit Tigers,Tampa Bay Rays,+229,-303,2,0
19 Sep 2021,,Pittsburgh Pirates,Miami Marlins,+179,-227,5,6
19 Sep 2021,,Minnesota Twins,Toronto Blue Jays,+195,-244,3,5
19 Sep 2021,,Cleveland Guardians,New York Yankees,+265,-357,11,1
19 Sep 2021,,Colorado Rockies,Washington Nationals,-116,-116,0,3
18 Sep 2021,,Athletics,Los Angeles Angels,-132,+100,3,1
18 Sep 2021,,Atlanta Braves,San Francisco Giants,-116,-116,0,2
18 Sep 2021,,Chicago Cubs,Milwaukee Brewers,+270,-370,4,6
18 Sep 2021,,Philadelphia Phillies,New York Mets,-120,-111,5,3
18 Sep 2021,,San Diego Padres,St.Louis Cardinals,+104,-135,2,3
18 Sep 2021,,Arizona Diamondbacks,Houston Astros,+229,-303,6,4
18 Sep 2021,,Seattle Mariners,Kansas City Royals,-105,-125,1,8
18 Sep 2021,,Chicago White Sox,Texas Rangers,-263,+210,1,2
18 Sep 2021,,Pittsburgh Pirates,Miami Marlins,+104,-135,6,3
18 Sep 2021,,Detroit Tigers,Tampa Bay Rays,+160,-192,4,3
18 Sep 2021,,Colorado Rockies,Washington Nationals,+104,-135,6,0
18 Sep 2021,,Minnesota Twins,Toronto Blue Jays,+145,-175,2,6
18 Sep 2021,,Los Angeles Dodgers,Cincinnati Reds,-238,+190,5,1
18 Sep 2021,,Baltimore Orioles,Boston Red Sox,+229,-303,3,9
18 Sep 2021,,Cleveland Guardians,New York Yankees,+165,-200,11,3
17 Sep 2021,,Atlanta Braves,San Francisco Giants,+145,-175,5,6
17 Sep 2021,,Athletics,Los Angeles Angels,-141,+110,5,4
17 Sep 2021,,San Diego Padres,St.Louis Cardinals,+104,-135,2,8
17 Sep 2021,,Arizona Diamondbacks,Houston Astros,+195,-244,3,4
17 Sep 2021,,Chicago Cubs,Milwaukee Brewers,+195,-244,5,8
17 Sep 2021,,Seattle Mariners,Kansas City Royals,-125,-105,6,2
17 Sep 2021,,Chicago White Sox,Texas Rangers,-213,+170,8,0
17 Sep 2021,,Baltimore Orioles,Boston Red Sox,+265,-357,1,7
17 Sep 2021,,Los Angeles Dodgers,Cincinnati Reds,-175,+145,1,3
17 Sep 2021,,Detroit Tigers,Tampa Bay Rays,+179,-227,4,7
17 Sep 2021,,Pittsburgh Pirates,Miami Marlins,+129,-161,2,1
17 Sep 2021,,Philadelphia Phillies,New York Mets,-141,+110,4,3
17 Sep 2021,,Minnesota Twins,Toronto Blue Jays,+185,-233,7,3
17 Sep 2021,,Cleveland Guardians,New York Yankees,+165,-200,0,8
17 Sep 2021,,Colorado Rockies,Washington Nationals,-125,-105,9,8
16 Sep 2021,,Houston Astros,Texas Rangers,-172,+140,12,1
16 Sep 2021,,Detroit Tigers,Tampa Bay Rays,+170,-213,2,5
16 Sep 2021,,Chicago Cubs,Philadelphia Phillies,+129,-161,8,17
16 Sep 2021,,New York Yankees,Baltimore Orioles,-244,+195,2,3
16 Sep 2021,,San Diego Padres,San Francisco Giants,+154,-185,7,4
16 Sep 2021,,Athletics,Kansas City Royals,-132,+100,7,2
16 Sep 2021,,Los Angeles Angels,Chicago White Sox,+150,-182,9,3
16 Sep 2021,,Cincinnati Reds,Pittsburgh Pirates,-172,+140,1,0
16 Sep 2021,,Colorado Rockies,Atlanta Braves,+145,-167,,
15 Sep 2021,,Arizona Diamondbacks,Los Angeles Dodgers,+300,-400,3,5
15 Sep 2021,,San Diego Padres,San Francisco Giants,-116,-116,9,6
15 Sep 2021,,Athletics,Kansas City Royals,-147,+114,12,10
15 Sep 2021,,Los Angeles Angels,Chicago White Sox,+185,-233,3,2
15 Sep 2021,,Houston Astros,Texas Rangers,-200,+165,7,2
15 Sep 2021,,Cleveland Guardians,Minnesota Twins,-105,-125,12,3
15 Sep 2021,,Colorado Rockies,Atlanta Braves,+179,-227,3,2
15 Sep 2021,,St.Louis Cardinals,New York Mets,+145,-175,11,4
15 Sep 2021,,New York Yankees,Baltimore Orioles,-167,+135,4,3
15 Sep 2021,,Chicago Cubs,Philadelphia Phillies,+170,-213,5,6
15 Sep 2021,,Cincinnati Reds,Pittsburgh Pirates,-141,+110,4,5
15 Sep 2021,,Boston Red Sox,Seattle Mariners,-132,+100,9,4
15 Sep 2021,,Tampa Bay Rays,Toronto Blue Jays,+145,-175,3,6
15 Sep 2021,,Milwaukee Brewers,Detroit Tigers,-250,+204,1,4
15 Sep 2021,,Miami Marlins,Washington Nationals,-132,+100,8,6
14 Sep 2021,,Arizona Diamondbacks,Los Angeles Dodgers,+220,-286,4,8
14 Sep 2021,,Boston Red Sox,Seattle Mariners,-147,+114,8,4
14 Sep 2021,,San Diego Padres,San Francisco Giants,+170,-213,1,6
14 Sep 2021,,Athletics,Kansas City Royals,-172,+140,7,10
14 Sep 2021,,Los Angeles Angels,Chicago White Sox,+225,-294,3,9
14 Sep 2021,,Houston Astros,Texas Rangers,-213,+170,1,8
14 Sep 2021,,Cleveland Guardians,Minnesota Twins,+100,-132,3,6
14 Sep 2021,,Colorado Rockies,Atlanta Braves,+129,-161,5,4
14 Sep 2021,,St.Louis Cardinals,New York Mets,+150,-182,7,6
14 Sep 2021,,Tampa Bay Rays,Toronto Blue Jays,+114,-147,2,0
14 Sep 2021,,New York Yankees,Baltimore Orioles,-370,+270,7,2
14 Sep 2021,,Chicago Cubs,Philadelphia Phillies,+165,-200,6,3
14 Sep 2021,,Miami Marlins,Washington Nationals,+125,-156,2,8
14 Sep 2021,,Milwaukee Brewers,Detroit Tigers,-227,+179,0,1
14 Sep 2021,,Cincinnati Reds,Pittsburgh Pirates,-172,+140,5,6
14 Sep 2021,,Cleveland Guardians,Minnesota Twins,+104,-135,3,1
13 Sep 2021,,Arizona Diamondbacks,Los Angeles Dodgers,+240,-323,1,5
13 Sep 2021,,Boston Red Sox,Seattle Mariners,-135,+104,4,5
13 Sep 2021,,San Diego Padres,San Francisco Giants,-120,-111,1,9
13 Sep 2021,,Houston Astros,Texas Rangers,-200,+165,15,1
13 Sep 2021,,St.Louis Cardinals,New York Mets,-120,-111,7,0
13 Sep 2021,,Tampa Bay Rays,Toronto Blue Jays,+120,-152,1,8
13 Sep 2021,,Miami Marlins,Washington Nationals,-120,-111,3,0
13 Sep 2021,,Minnesota Twins,New York Yankees,+154,-185,5,6
12 Sep 2021,,New York Yankees,New York Mets,-105,-125,6,7
12 Sep 2021,,Arizona Diamondbacks,Seattle Mariners,+154,-175,5,4
12 Sep 2021,,San Diego Padres,Los Angeles Dodgers,+145,-175,0,8
12 Sep 2021,,Texas Rangers,Athletics,+160,-192,4,3
12 Sep 2021,,San Francisco Giants,Chicago Cubs,-233,+185,6,5
12 Sep 2021,,Cincinnati Reds,St.Louis Cardinals,-135,+104,0,2
12 Sep 2021,,Kansas City Royals,Minnesota Twins,+140,-172,5,3
12 Sep 2021,,Boston Red Sox,Chicago White Sox,+145,-175,1,2
12 Sep 2021,,Los Angeles Angels,Houston Astros,+235,-312,1,3
12 Sep 2021,,Miami Marlins,Atlanta Braves,+229,-303,3,5
12 Sep 2021,,Milwaukee Brewers,Cleveland Guardians,-120,-111,11,1
12 Sep 2021,,Toronto Blue Jays,Baltimore Orioles,-227,+179,22,7
12 Sep 2021,,Colorado Rockies,Philadelphia Phillies,+229,-303,5,4
12 Sep 2021,,Washington Nationals,Pittsburgh Pirates,-135,+104,6,2
12 Sep 2021,,Tampa Bay Rays,Detroit Tigers,-156,+125,7,8
11 Sep 2021,,Arizona Diamondbacks,Seattle Mariners,+150,-182,7,3
11 Sep 2021,,San Diego Padres,Los Angeles Dodgers,+185,-233,4,5
11 Sep 2021,,New York Yankees,New York Mets,-120,-111,8,7
11 Sep 2021,,Miami Marlins,Atlanta Braves,+220,-286,6,4
11 Sep 2021,,Cincinnati Reds,St.Louis Cardinals,-147,+125,4,6
11 Sep 2021,,Boston Red Sox,Chicago White Sox,+150,-182,9,8
11 Sep 2021,,Los Angeles Angels,Houston Astros,+190,-233,4,2
11 Sep 2021,,Kansas City Royals,Minnesota Twins,+140,-161,2,9
11 Sep 2021,,Washington Nationals,Pittsburgh Pirates,-147,+114,7,10
11 Sep 2021,,Milwaukee Brewers,Cleveland Guardians,-213,+170,3,0
11 Sep 2021,,Tampa Bay Rays,Detroit Tigers,-161,+129,7,2
11 Sep 2021,,Colorado Rockies,Philadelphia Phillies,+185,-233,1,6
11 Sep 2021,,Toronto Blue Jays,Baltimore Orioles,-270,+215,11,10
11 Sep 2021,,Texas Rangers,Athletics,+175,-222,8,6
11 Sep 2021,,San Francisco Giants,Chicago Cubs,-238,+190,15,4
10 Sep 2021,,Arizona Diamondbacks,Seattle Mariners,+129,-161,4,5
10 Sep 2021,,San Diego Padres,Los Angeles Dodgers,+129,-161,0,3
10 Sep 2021,,Texas Rangers,Athletics,+154,-185,5,10
10 Sep 2021,,Cincinnati Reds,St.Louis Cardinals,-132,+100,4,2
10 Sep 2021,,Boston Red Sox,Chicago White Sox,+129,-161,3,4
10 Sep 2021,,Los Angeles Angels,Houston Astros,+170,-213,5,10
10 Sep 2021,,Kansas City Royals,Minnesota Twins,+110,-141,6,4
10 Sep 2021,,Miami Marlins,Atlanta Braves,+160,-192,2,6
10 Sep 2021,,Milwaukee Brewers,Cleveland Guardians,-147,+114,10,3
10 Sep 2021,,Tampa Bay Rays,Detroit Tigers,-167,+135,4,10
10 Sep 2021,,New York Yankees,New York Mets,-132,+100,3,10
10 Sep 2021,,Toronto Blue Jays,Baltimore Orioles,-333,+250,3,6
10 Sep 2021,,Colorado Rockies,Philadelphia Phillies,+125,-156,11,2
10 Sep 2021,,Washington Nationals,Pittsburgh Pirates,-105,-125,3,4
10 Sep 2021,,San Francisco Giants,Chicago Cubs,-152,+120,6,1
