Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Mike Antico","COL",114,451,407,94,66,18,3,7,53,45,33,0,122,6,3,2,4,19,4,0.230958,0.0731707,0.27051,0.270492,0.296214,0.341523,0.28272,0.637737,0.110565,6.75265,0.309609,,1.46876,42.1814,-11.1077,81.4056,1.46876,7.5,-8.470493078231812,2.5286598205566406,0.9268,999,,,,,,,396.4,3.477192982,396.4,3.477192982,,,,,,,,,,,,,,,,,,,"Mike Antico","sa3016922",690443
"Garrett Mitchell","MIL",62,218,192,44,28,9,2,5,28,25,22,0,71,2,1,1,2,9,2,0.229167,0.100917,0.325688,0.309859,0.313364,0.375,0.304092,0.688364,0.145833,7.13179,0.333333,,0.637678,24.1719,-1.58646,94.6524,0.637678,1.7,-0.7439990639686584,2.5009994506835938,0.921603,691.1699829101562,,,,,,,222.4,3.587096774,222.4,3.587096774,,,,,,,,,,,,,,,,,,,"Garrett Mitchell","27555",669003
"Gio Urshela",,92,326,297,78,55,17,1,5,29,33,22,0,61,1,4,2,11,1,1,0.262626,0.0674847,0.187117,0.360656,0.311728,0.377104,0.300992,0.688833,0.114478,2.54547,0.310638,,-0.724448,35.3265,-3.19288,91.128,-0.724448,0.7,-4.133345305919647,1.8978248238563538,0.919625,999,,,,,,,309.9,3.36847826,309.9,3.36847826,,,,,,,,,,,,,,,,,,,"Gio Urshela","10681",570482
"Luis Lara","MIL",142,601,532,116,86,25,3,2,64,50,54,0,130,11,4,0,9,23,9,0.218045,0.0898502,0.216306,0.415385,0.301165,0.287594,0.268384,0.588759,0.0695489,5.72199,0.282178,,-0.0825086,49.2153,-21.7975,70.1914,-0.0825086,8.1,-21.315466478466988,10.308260202407837,0.91899,999,,,,,,,439.5,3.095070422,439.5,3.095070422,,,,,,,,,,,,,,,,,,,"Luis Lara","sa3018514",800325
"Anthony Santander","TOR",121,508,451,103,56,22,0,25,57,75,48,2,116,6,3,0,9,1,0,0.228381,0.0944882,0.228346,0.413793,0.309055,0.443459,0.324178,0.752514,0.215078,1.86785,0.249201,,-0.512981,64.6118,4.58768,108.462,-0.512981,0,4.553333878517151,-13.06584358215332,0.918512,748.4199829101562,,,,,,,588.5,4.863636363,588.5,4.863636363,,,,,,,,,,,,,,,,,,,"Anthony Santander","14551",623993
"Masataka Yoshida","BOS",100,398,359,101,69,21,1,10,43,51,29,2,51,7,3,0,9,4,0,0.281337,0.0728643,0.128141,0.568627,0.344221,0.428969,0.335507,0.77319,0.147632,3.78039,0.302326,,0.120028,54.2819,7.25517,111.466,0.120028,0,5.498672962188721,-10.236625671386719,0.917218,748.3300170898438,,,,,,,482.8,4.828,482.8,4.828,,,,,,,,,,,,,,,,,,,"Masataka Yoshida","31837",807799
"Alejo Lopez","SEA",118,465,414,106,82,19,2,3,46,46,38,1,73,10,2,1,10,10,3,0.256039,0.0817204,0.156989,0.520548,0.331897,0.333333,0.298559,0.66523,0.0772947,4.80117,0.302941,,-0.0801679,49.4706,-5.47274,87.3906,-0.0801679,-1.8,-6.990841552615166,-0.0914461612701416,0.913373,999,,,,,,,428.9,3.634745762,428.9,3.634745762,,,,,,,,,,,,,,,,,,,"Alejo Lopez","21127",664670
"Daylen Lile","WSN",138,565,516,134,88,25,11,10,70,66,37,0,105,7,4,1,6,14,6,0.25969,0.0654867,0.185841,0.352381,0.315603,0.408915,0.314528,0.724518,0.149225,6.79635,0.306173,,-0.528525,67.4348,0.675655,101.067,-0.528525,-3.9,0.18599683046340942,-10.127954006195068,0.905473,206.50999450683594,,,,,,,605.4,4.386956521,605.4,4.386956521,,,,,,,,,,,,,,,,,,,"Daylen Lile","29995",695734
"Heriberto Hernández","MIA",122,467,409,94,56,19,2,17,56,63,49,0,141,5,3,1,7,6,2,0.229829,0.104925,0.301927,0.347518,0.317597,0.410758,0.31867,0.728355,0.180929,4.39423,0.30315,,-0.345219,57.3087,2.12907,102.544,-0.345219,-2.6,1.06261345744133,-7.747707366943359,0.905203,999,,,,,,,511.5,4.19262295,511.5,4.19262295,,,,,,,,,,,,,,,,,,,"Heriberto Hernandez","24878",681715
"Gary Sánchez","MIL",79,276,245,52,30,9,0,13,30,41,23,0,79,6,2,0,6,0,0,0.212245,0.0833333,0.286232,0.291139,0.293478,0.408163,0.306028,0.701641,0.195918,1.23157,0.251613,,-0.389499,31.0368,-1.57475,95.9785,-0.389499,-3.7,-1.704987496137619,1.370546579360962,0.904993,999,,,,,,,281.5,3.563291139,281.5,3.563291139,,,,,,,,,,,,,,,,,,,"Gary Sanchez","11442",596142
"Ben Malgeri","DET",105,405,366,88,57,18,4,9,56,52,28,1,115,8,3,0,5,6,4,0.240437,0.0691358,0.283951,0.243478,0.306173,0.385246,0.301868,0.691419,0.144809,6.07027,0.322449,,-1.04542,44.1752,-3.67864,92.2384,-1.04542,4.1,-4.7503297328948975,-0.364285945892334,0.903338,999,,,,,,,394.6,3.758095238,394.6,3.758095238,,,,,,,,,,,,,,,,,,,"Ben Malgeri","sa3016975",701162
"Colt Keith","DET",132,525,471,122,78,27,2,15,69,68,47,1,119,3,4,0,8,2,1,0.259023,0.0895238,0.226667,0.394958,0.327619,0.420382,0.325066,0.748001,0.161359,3.65409,0.313783,,-0.84793,67.1525,5.11975,108.219,-0.84793,0,4.237769603729248,-13.50308609008789,0.901374,502.489990234375,,,,,,,593.9,4.499242424,593.9,4.499242424,,,,,,,,,,,,,,,,,,,"Colt Keith","27899",690993
"Alex Verdugo",,115,470,425,104,70,23,1,10,58,43,37,0,72,3,4,1,8,3,1,0.244706,0.0787234,0.153191,0.513889,0.307036,0.374118,0.299089,0.681154,0.129412,3.67634,0.270893,,-0.535702,50.2049,-5.32924,94.2096,-0.535702,2.1,-3.761199951171875,-3.0807762145996094,0.89936,999,,,,,,,446.7,3.884347826,446.7,3.884347826,,,,,,,,,,,,,,,,,,,"Alex Verdugo","17027",657077
"Jake Bauers","MIL",101,314,271,61,31,14,1,15,39,44,39,1,94,3,1,0,2,10,2,0.225092,0.124204,0.299363,0.414894,0.328025,0.450184,0.336966,0.77821,0.225092,5.31176,0.282209,,0.705645,43.1974,6.09584,117.172,0.705645,-3,7.096444368362427,-8.768665313720703,0.897433,999,,,,,,,397.3,3.933663366,397.3,3.933663366,,,,,,,,,,,,,,,,,,,"Jake Bauers","15194",641343
"Parks Harber","SFG",85,337,303,72,44,19,2,7,40,38,26,0,89,5,3,0,6,4,2,0.237624,0.0771513,0.264095,0.292135,0.305638,0.382838,0.301582,0.688476,0.145215,4.79915,0.309524,,-0.51416,36.68,-3.13918,94.5719,-0.51416,-1,-2.6822343468666077,0.2382422685623169,0.896739,999,,,,,,,327.5,3.852941176,327.5,3.852941176,,,,,,,,,,,,,,,,,,,"Parks Harber","sa3025308",692238
"Trei Cruz","DET",122,520,454,101,67,21,3,10,65,54,60,1,131,2,3,1,6,8,5,0.222467,0.115385,0.251923,0.458015,0.314066,0.348018,0.294945,0.662083,0.125551,4.82386,0.287975,,-1.2926,53.7961,-7.64596,87.4695,-1.2926,-5.9,-8.972284078598022,-0.1680774688720703,0.896546,999,,,,,,,470.8,3.859016393,470.8,3.859016393,,,,,,,,,,,,,,,,,,,"Trei Cruz","sa3014420",669360
"Tommy Troy","ARI",120,521,468,110,77,23,2,8,51,52,40,0,117,7,4,2,6,12,4,0.235043,0.0767754,0.224568,0.34188,0.302505,0.344017,0.286942,0.646522,0.108974,4.89586,0.293948,,-0.0566769,50.5144,-11.0458,81.1656,-0.0566769,1.2,-11.686751373112202,3.114315152168274,0.895862,999,,,,,,,453.9,3.7825,453.9,3.7825,,,,,,,,,,,,,,,,,,,"Tommy Troy","33279",694371
"Ryan Kreidler","MIN",108,392,338,67,42,16,2,7,43,37,43,0,119,6,2,3,6,11,4,0.198225,0.109694,0.303571,0.361345,0.298201,0.319527,0.279153,0.617727,0.121302,5.62039,0.280374,,-0.0388216,35.5278,-10.7901,76.0836,-0.0388216,2,-11.08862630277872,6.320987701416016,0.893045,999,,,,,,,317.5,2.939814814,317.5,2.939814814,,,,,,,,,,,,,,,,,,,"Ryan Kreidler","25867",668952
"Brendan Jones","MIA",129,532,465,104,70,19,6,9,72,50,61,2,130,3,3,0,3,25,7,0.223656,0.114662,0.244361,0.469231,0.315789,0.348387,0.295025,0.664177,0.124731,7.28397,0.288754,,1.26196,55.072,-7.7879,86.3456,1.26196,-3.6,-7.347573637962341,-1.645267367362976,0.890282,999,,,,,,,511.2,3.962790697,511.2,3.962790697,,,,,,,,,,,,,,,,,,,"Brendan Jones","sa3025253",800957
"Bryce Teodosio","LAA",106,379,345,76,55,12,4,5,41,35,20,0,124,7,3,4,4,20,4,0.22029,0.0527704,0.327177,0.16129,0.274667,0.321739,0.263909,0.596406,0.101449,7.71965,0.324201,,1.82059,29.659,-15.1228,65.1629,1.82059,8,-13.741006255149841,9.392563223838806,0.890141,999,,,,,,,293,2.764150943,293,2.764150943,,,,,,,,,,,,,,,,,,,"Bryce Teodosio","29524",669326
"Levi Jordan","WSN",107,410,374,88,63,17,2,6,47,42,25,0,77,8,2,1,9,9,2,0.235294,0.0609756,0.187805,0.324675,0.295844,0.339572,0.281988,0.635416,0.104278,5.53308,0.279863,,0.347205,38.1029,-10.3417,78.7759,0.347205,0.5,-9.966309130191803,5.019400119781494,0.889073,999,,,,,,,346.4,3.237383177,346.4,3.237383177,,,,,,,,,,,,,,,,,,,"Levi Jordan","25138",682119
"Tyler Black","MIL",105,452,390,90,59,16,6,9,56,54,52,1,110,8,2,0,5,19,5,0.230769,0.115044,0.243363,0.472727,0.331858,0.371795,0.312595,0.703653,0.141026,7.12562,0.296703,,0.973416,53.2385,-0.168795,100.477,0.973416,-2.6,1.2292091250419617,-7.582363128662109,0.88812,999,,,,,,,481.3,4.583809523,481.3,4.583809523,,,,,,,,,,,,,,,,,,,"Tyler Black","29949",672012
"Ty France","SDP",133,510,457,113,78,23,0,12,53,55,31,1,94,19,3,0,16,1,0,0.247265,0.0607843,0.184314,0.329787,0.319608,0.376368,0.307542,0.695975,0.129103,2.21233,0.285311,,-0.638413,57.9774,-2.28301,99.9996,-0.638413,1.7,-0.6386297462304356,-7.6694886684417725,0.885473,999,,,,,,,507.2,3.813533834,507.2,3.813533834,,,,,,,,,,,,,,,,,,,"Ty France","17982",664034
"Travis d'Arnaud","LAA",74,260,238,51,29,13,1,8,26,28,16,0,76,5,1,0,6,0,0,0.214286,0.0615385,0.292308,0.210526,0.276923,0.378151,0.286245,0.655074,0.163866,2.42464,0.277419,,-0.330084,25.0614,-5.65959,80.5488,-0.330084,1.2,-6.290720820426941,5.976601839065552,0.883721,999,,,,,,,229.2,3.097297297,229.2,3.097297297,,,,,,,,,,,,,,,,,,,"Travis d'Arnaud","7739",518595
"Corey Julks","DET",117,455,413,102,67,22,2,11,58,57,37,1,103,3,2,0,11,10,2,0.246973,0.0813187,0.226374,0.359223,0.312088,0.38983,0.306837,0.701918,0.142857,5.42906,0.302326,,0.481188,51.4648,-2.29694,95.6618,0.481188,-0.2,-1.8452591001987457,-5.21543188393116,0.880357,999,,,,,,,470.2,4.018803418,470.2,4.018803418,,,,,,,,,,,,,,,,,,,"Corey Julks","20311",667452
"Joc Pederson","TEX",109,356,306,70,41,12,1,16,43,44,40,2,85,8,2,0,6,2,1,0.228758,0.11236,0.238764,0.470588,0.331461,0.431373,0.33175,0.762833,0.202614,3.24966,0.26087,,-0.583863,47.4677,5.40353,114.479,-0.583863,0,5.4914915561676025,-9.156378746032715,0.879059,999,,,,,,,421.9,3.870642201,421.9,3.870642201,,,,,,,,,,,,,,,,,,,"Joc Pederson","11899",592626
"Rafael Marchán","PHI",55,194,171,40,28,9,0,3,18,20,16,0,29,4,2,1,4,0,0,0.233918,0.0824742,0.149485,0.551724,0.310881,0.339181,0.290362,0.650062,0.105263,1.28673,0.262411,,-0.31688,19.3482,-3.57442,82.8818,-0.31688,2.8,-4.252875477075577,6.36407995223999,0.876172,999,,,,,,,167.3,3.041818181,167.3,3.041818181,,,,,,,,,,,,,,,,,,,"Rafael Marchan","21646",665561
"Logan Porter","LAA",90,344,299,64,46,12,0,6,36,32,37,0,92,4,2,2,8,1,0,0.214047,0.107558,0.267442,0.402174,0.307018,0.314381,0.281615,0.621399,0.100334,2.45347,0.285714,,-0.374346,31.8653,-8.78096,80.8941,-0.374346,-1.1,-8.164037615060806,5.219811797142029,0.869379,999,,,,,,,275.5,3.061111111,275.5,3.061111111,,,,,,,,,,,,,,,,,,,"Logan Porter","20626",682515
"Will Brennan","SFG",106,377,353,98,71,19,2,6,38,42,19,1,48,3,2,0,7,6,4,0.27762,0.0503979,0.127321,0.395833,0.318302,0.393768,0.309692,0.71207,0.116147,4.10544,0.305648,,-1.04542,43.516,-1.02944,100.127,-1.04542,1.1,-0.9884992726147175,-3.055643916130066,0.869141,999,,,,,,,384.9,3.631132075,384.9,3.631132075,,,,,,,,,,,,,,,,,,,"Will Brennan","25660",686823
"Griffin Conine","MIA",106,407,361,82,53,15,2,12,45,50,40,0,138,4,2,0,5,1,1,0.227147,0.0982801,0.339066,0.289855,0.309582,0.379501,0.303963,0.689084,0.152355,3.27244,0.328638,,-0.84988,45.0856,-3.00456,92.4683,-0.84988,3.9,-4.483012914657593,-0.5863313674926758,0.866338,999,,,,,,,397,3.745283018,397,3.745283018,,,,,,,,,,,,,,,,,,,"Griffin Conine","21626",665052
"Christian Vázquez","HOU",79,271,247,54,40,9,0,5,23,24,18,0,54,2,2,2,7,1,1,0.218623,0.0664207,0.199262,0.333333,0.275093,0.315789,0.262609,0.590882,0.097166,1.99854,0.257895,,-0.605618,20.9213,-11.0994,66.0208,-0.605618,5.6,-11.458739519119263,10.578689098358154,0.864567,999,,,,,,,187.6,2.374683544,187.6,2.374683544,,,,,,,,,,,,,,,,,,,"Christian Vazquez","9774",543877
"Angel Genao","CLE",102,437,406,98,68,21,3,6,51,42,27,0,85,1,3,0,12,6,2,0.241379,0.0617849,0.194508,0.317647,0.28833,0.352217,0.280696,0.640546,0.110837,5.14928,0.289308,,-0.252795,40.1538,-11.4811,79.0892,-0.252795,-0.4,-11.022998958826065,4.417019456624985,0.863474,999,,,,,,,367,3.598039215,367,3.598039215,,,,,,,,,,,,,,,,,,,"Angel Genao","sa3015706",694197
"Cal Stevenson","DET",102,367,310,68,47,14,2,5,46,33,47,1,85,1,4,5,4,14,4,0.219355,0.128065,0.231608,0.552941,0.320442,0.325806,0.290545,0.646248,0.106452,6.07075,0.28125,,0.541373,36.6566,-6.70726,84.4387,0.541373,6,-6.189691424369812,1.9545855522155762,0.859467,999,,,,,,,329.2,3.22745098,329.2,3.22745098,,,,,,,,,,,,,,,,,,,"Cal Stevenson","22411",670276
"Joseph Sullivan","HOU",109,475,400,77,53,11,1,12,49,56,56,0,162,17,2,0,3,17,7,0.1925,0.117895,0.341053,0.345679,0.315789,0.315,0.28963,0.630789,0.1225,4.99127,0.285088,,-0.298432,47.091,-9.03387,84.6346,-0.298432,-0.8,-8.900623142719269,0.9452968239784241,0.859276,999,,,,,,,413.3,3.791743119,413.3,3.791743119,,,,,,,,,,,,,,,,,,,"Joseph Sullivan","sa3025413",813896
"Spencer Packard","SEA",111,472,415,100,72,20,1,7,46,51,45,1,83,9,3,0,9,1,0,0.240964,0.095339,0.175847,0.542169,0.326271,0.344578,0.300094,0.67085,0.103614,2.55345,0.283537,,-0.625209,50.8033,-4.96713,97.7984,-0.625209,-0.8,-1.8499499559402466,-6.002821743488312,0.859201,999,,,,,,,438.4,3.949549549,438.4,3.949549549,,,,,,,,,,,,,,,,,,,"Spencer Packard","sa3016803",689070
"Demetrio Crisantes","ARI",72,319,287,71,50,14,2,5,40,33,25,0,58,4,3,0,8,9,2,0.247387,0.0783699,0.181818,0.431034,0.31348,0.362369,0.298368,0.675849,0.114983,5.99504,0.290749,,0.459433,33.8884,-3.80387,88.9927,0.459433,0.3,-3.702207535505295,1.4721046090126038,0.857369,999,,,,,,,308.1,4.279166666,308.1,4.279166666,,,,,,,,,,,,,,,,,,,"Demetrio Crisantes","sa3021051",702679
"Adrián Sugastey","SFG",87,332,313,71,54,11,2,4,28,30,13,0,46,2,2,2,10,1,2,0.226837,0.0391566,0.138554,0.282609,0.260606,0.313099,0.252041,0.573705,0.086262,3.00573,0.25283,,-1.07455,22.7818,-16.4466,60.6345,-1.07455,7.8,-16.564439296722412,13.899353504180908,0.857103,999,,,,,,,206.8,2.377011494,206.8,2.377011494,,,,,,,,,,,,,,,,,,,"Adrian Sugastey","sa3015190",692368
"Victor Mesa Jr.","TBR",97,402,369,86,59,16,1,10,44,48,27,0,84,3,2,1,4,5,2,0.233062,0.0671642,0.208955,0.321429,0.289277,0.363144,0.286504,0.65242,0.130081,3.95532,0.274368,,-0.406584,38.8335,-8.66587,81.0235,-0.406584,2.4,-9.39770969748497,3.8770724534988403,0.85123,999,,,,,,,352.6,3.635051546,352.6,3.635051546,,,,,,,,,,,,,,,,,,,"Victor Mesa Jr.","25999",683748
"Denzer Guzman","LAA",144,571,514,113,72,25,2,14,58,64,45,0,177,7,2,3,9,8,3,0.219844,0.0788091,0.309982,0.254237,0.290493,0.357977,0.286438,0.64847,0.138132,4.45284,0.304615,,-0.44716,55.1284,-12.3397,80.682,-0.44716,-4.2,-13.44798544049263,2.0940918922424316,0.849723,999,,,,,,,497.1,3.452083333,497.1,3.452083333,,,,,,,,,,,,,,,,,,,"Denzer Guzman","28816",694203
"Javier Rivas","PIT",126,490,456,103,71,19,2,11,46,57,15,1,152,11,3,5,20,3,2,0.225877,0.0306122,0.310204,0.0986842,0.265979,0.348684,0.267858,0.614664,0.122807,3.82331,0.310811,,-0.852795,39.9165,-17.9808,67.1932,-0.852795,10.1,-19.905382871627808,11.90041196346283,0.84843,999,,,,,,,368.8,2.926984126,368.8,2.926984126,,,,,,,,,,,,,,,,,,,"Javier Rivas","sa3015589",691922
"Jon Jon Gazdar","STL",104,461,418,102,85,14,2,1,47,45,24,0,58,17,1,1,11,9,4,0.244019,0.0520607,0.125813,0.413793,0.31087,0.294258,0.275244,0.605128,0.0502392,4.73402,0.280556,,-0.66988,40.3185,-14.1522,76.2843,-0.66988,1.5,-13.627694427967072,6.581569671630859,0.847847,999,,,,,,,343.5,3.302884615,343.5,3.302884615,,,,,,,,,,,,,,,,,,,"Jon Jon Gazdar","sa3025160",822501
"Nick Solak","SDP",108,424,379,97,70,17,1,9,53,52,34,2,76,8,3,0,9,6,2,0.255937,0.0801887,0.179245,0.447368,0.32783,0.377309,0.310138,0.705139,0.121372,4.25558,0.296296,,-0.345219,49.0945,-1.00436,101.778,-0.345219,1.4,0.5482721626758575,-6.389535546302795,0.845211,999,,,,,,,435.6,4.033333333,435.6,4.033333333,,,,,,,,,,,,,,,,,,,"Nick Solak","19294",669256
"Luis Urías","ARI",107,398,347,83,59,14,1,9,39,43,38,0,70,10,3,0,9,3,1,0.239193,0.0954774,0.175879,0.542857,0.329146,0.363112,0.309069,0.692258,0.123919,3.16097,0.273063,,-0.515896,45.7387,-1.28809,96.323,-0.515896,-4.2,-2.250361144542694,-2.737624764442444,0.844035,999,,,,,,,395.6,3.697196261,395.6,3.697196261,,,,,,,,,,,,,,,,,,,"Luis Urias","16622",649966
"Gabriel Rincones Jr.","PHI",116,490,430,94,57,21,1,15,65,60,50,2,131,7,3,0,4,14,5,0.218605,0.102041,0.267347,0.381679,0.308163,0.376744,0.301189,0.684907,0.15814,5.13016,0.275261,,0.0130259,53.1767,-4.72057,90.2991,0.0130259,2.9,-5.620795577764511,-2.501234531402588,0.836454,999,,,,,,,487.6,4.203448275,487.6,4.203448275,,,,,,,,,,,,,,,,,,,"Gabriel Rincones Jr.","sa3020758",687282
"Grae Kessinger","NYM",87,320,280,60,42,11,1,6,40,27,33,0,88,3,3,1,7,5,3,0.214286,0.103125,0.275,0.375,0.30094,0.325,0.280963,0.62594,0.110714,4.54645,0.285714,,-0.743483,29.4726,-8.3379,81.3547,-0.743483,1.8,-7.815013825893402,5.32733678817749,0.834419,999,,,,,,,259.1,2.978160919,259.1,2.978160919,,,,,,,,,,,,,,,,,,,"Grae Kessinger","25813",666197
"Ezequiel Duran","TEX",115,384,356,89,58,21,1,9,45,40,21,0,91,4,2,1,7,11,3,0.25,0.0546875,0.236979,0.230769,0.29765,0.390449,0.299742,0.6881,0.140449,5.35186,0.310078,,0.423509,41.2219,-4.15064,92.4303,0.423509,-6.3,-3.0024695694446564,-2.0671958923339844,0.833964,999,,,,,,,381.1,3.313913043,381.1,3.313913043,,,,,,,,,,,,,,,,,,,"Ezequiel Duran","23733",677649
"Jesús Made","MIL",117,506,459,102,70,20,5,7,67,51,42,0,134,4,1,0,7,21,8,0.222222,0.083004,0.264822,0.313433,0.29249,0.333333,0.278503,0.625823,0.111111,7.05029,0.297806,,0.158067,45.5931,-14.1947,77.1234,0.158067,-0.7,-13.561356961727142,4.877601444721222,0.833429,999,,,,,,,420,3.589743589,420,3.589743589,,,,,,,,,,,,,,,,,,,"Jesus Made","sa3024108",815908
"Josh Rojas","KCR",104,358,315,75,50,18,1,6,42,32,37,1,76,1,3,2,6,8,2,0.238095,0.103352,0.21229,0.486842,0.317416,0.35873,0.298816,0.676146,0.120635,4.91133,0.292373,,0.20662,38.1616,-4.13881,87.3701,0.20662,-0.4,-5.122485667467117,0.915402740240097,0.830631,999,,,,,,,342.9,3.297115384,342.9,3.297115384,,,,,,,,,,,,,,,,,,,"Josh Rojas","19734",668942
"Nick Madrigal","LAA",78,240,220,56,44,11,1,0,23,19,11,0,24,7,0,2,5,4,1,0.254545,0.0458333,0.1,0.458333,0.310924,0.313636,0.280856,0.624561,0.0590909,4.68068,0.285714,,-0.0188211,22.0837,-6.27418,76.837,-0.0188211,5.5,-6.5708965100348,6.3818342089653015,0.826065,999,,,,,,,190,2.435897435,190,2.435897435,,,,,,,,,,,,,,,,,,,"Nick Madrigal","20521",663611
"Payton Henry","NYY",71,259,237,53,38,7,0,8,29,35,15,0,73,6,1,0,10,1,0,0.223629,0.0579151,0.281853,0.205479,0.285714,0.35443,0.283012,0.640145,0.130802,2.90637,0.286624,,-0.189499,24.2853,-6.31756,80.6284,-0.189499,0.5,-6.102898970246315,5.258230686187744,0.825917,999,,,,,,,220.2,3.10140845,220.2,3.10140845,,,,,,,,,,,,,,,,,,,"Payton Henry","22164",668721
"Braden Montgomery","CHW",133,537,488,115,70,29,5,11,56,61,38,1,165,7,3,1,1,7,4,0.235656,0.0707635,0.307263,0.230303,0.298507,0.383197,0.297287,0.681704,0.147541,5.30024,0.330159,,-0.99066,56.5761,-6.87461,89.0768,-0.99066,-4.5,-7.904165685176849,-2.5268959999084473,0.824374,999,,,,,,,509.1,3.827819548,509.1,3.827819548,,,,,,,,,,,,,,,,,,,"Braden Montgomery","35423",695731
"Maddux Houghton","MIN",105,347,317,69,46,13,3,7,45,37,23,0,126,5,2,0,1,12,2,0.217666,0.0662824,0.363112,0.18254,0.279539,0.343849,0.274918,0.623387,0.126183,7.5829,0.333333,,1.09244,30.2563,-10.7445,73.1664,1.09244,4.7,-9.881950497627258,5.974985122680664,0.822589,999,,,,,,,291.2,2.773333333,291.2,2.773333333,,,,,,,,,,,,,,,,,,,"Maddux Houghton","sa3020716",806368
"Jackson Appel","CHW",81,326,280,61,46,12,1,2,36,29,33,1,67,8,3,2,10,5,1,0.217857,0.101227,0.205521,0.492537,0.314815,0.289286,0.276096,0.604101,0.0714286,4.80053,0.275701,,0.0227387,28.737,-9.78237,74.4788,0.0227387,0.6,-9.78324580565095,6.589123845100403,0.821548,999,,,,,,,250.6,3.09382716,250.6,3.09382716,,,,,,,,,,,,,,,,,,,"Jackson Appel","sa3025367",815096
"Esmerlyn Valdez","PIT",131,536,480,115,71,24,2,18,59,72,42,0,160,11,3,0,6,2,2,0.239583,0.0783582,0.298507,0.2625,0.313433,0.410417,0.316281,0.723849,0.170833,3.17265,0.318033,,-1.23764,64.7364,1.40388,100.364,-1.23764,-2.9,-1.0061921626329422,-8.808289527893066,0.81983,999,,,,,,,571.4,4.361832061,571.4,4.361832061,,,,,,,,,,,,,,,,,,,"Esmerlyn Valdez","29005",699013
"Brayden Taylor","TBR",114,459,409,78,45,17,4,12,51,47,45,0,150,1,3,1,3,11,3,0.190709,0.0980392,0.326797,0.3,0.270742,0.339853,0.269906,0.610596,0.149144,6.41405,0.264,,0.370696,38.1542,-16.0802,69.5896,0.370696,6.6,-16.08085000514984,8.286507844924927,0.819386,999,,,,,,,363.2,3.185964912,363.2,3.185964912,,,,,,,,,,,,,,,,,,,"Brayden Taylor","sa3022921",694966
"Dixon Machado",,83,331,288,60,48,9,0,3,28,27,34,0,66,4,2,3,10,3,1,0.208333,0.102719,0.199396,0.515152,0.298781,0.270833,0.262606,0.569614,0.0625,2.8414,0.257919,,-0.377261,25.5526,-13.5576,67.2712,-0.377261,9,-13.216891437768936,10.216196298599243,0.819363,999,,,,,,,219.2,2.640963855,219.2,2.640963855,,,,,,,,,,,,,,,,,,,"Dixon Machado","11472",553988
"Heston Kjerstad","BAL",104,401,363,88,57,16,3,12,47,51,26,1,105,9,3,0,8,2,1,0.242424,0.0648379,0.261845,0.247619,0.306733,0.402204,0.308294,0.708937,0.15978,4.30659,0.305221,,-0.61027,45.8313,-1.54994,98.3607,-0.61027,0,-1.3850495219230652,-4.420194149017334,0.818588,999,,,,,,,412.1,3.9625,412.1,3.9625,,,,,,,,,,,,,,,,,,,"Heston Kjerstad","31166",677008
"Hunter Feduccia","TBR",101,391,343,76,49,16,3,8,43,36,44,0,103,1,3,0,6,1,0,0.221574,0.112532,0.263427,0.427184,0.309463,0.355685,0.295317,0.665148,0.134111,3.85504,0.289362,,-0.420557,40.5687,-5.63093,87.0946,-0.420557,-6.3,-6.367850691080093,0.8832745552062988,0.816171,999,,,,,,,358.2,3.546534653,358.2,3.546534653,,,,,,,,,,,,,,,,,,,"Hunter Feduccia","23372",676439
"Jacob Melton","TBR",93,368,338,74,47,15,1,11,47,41,27,0,102,2,1,0,5,19,5,0.218935,0.0733696,0.277174,0.264706,0.279891,0.366864,0.283594,0.646755,0.147929,6.34176,0.278761,,1.25069,34.6795,-8.80251,79.0186,1.25069,1.8,-7.849574565887451,3.152145743370056,0.815688,727.5700073242188,,,,,,,338.1,3.63548387,338.1,3.63548387,,,,,,,,,,,,,,,,,,,"Jacob Melton","31661",689200
"Juan Matheus","MIA",128,503,453,105,76,24,2,3,48,39,43,0,120,3,4,0,8,16,7,0.231788,0.0854871,0.238569,0.358333,0.300199,0.313466,0.274932,0.613665,0.0816777,5.09157,0.305389,,-0.472025,43.8644,-15.5689,72.5816,-0.472025,6.2,-16.81776863336563,8.048177361488342,0.814438,999,,,,,,,393,3.0703125,393,3.0703125,,,,,,,,,,,,,,,,,,,"Juan Matheus","sa3018611",801276
"Romy Gonzalez","BOS",102,329,305,81,51,17,4,9,42,46,17,1,83,3,4,0,7,8,4,0.265574,0.0516717,0.25228,0.204819,0.306991,0.436066,0.317653,0.743056,0.170492,6.23754,0.331797,,-0.500186,40.1022,1.22829,99.1673,-0.500186,3.5,-0.8230913281440735,-2.544238567352295,0.814395,999,,,,,,,369.3,3.620588235,369.3,3.620588235,,,,,,,,,,,,,,,,,,,"Romy Gonzalez","21562",663853
