Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Jeron Williams","HOU",66,259,240,52,37,10,2,3,24,24,14,0,59,3,2,0,5,12,2,0.216667,0.0540541,0.227799,0.237288,0.266409,0.3125,0.255973,0.578909,0.0958333,6.73485,0.272222,,1.22448,18.5994,-12.0034,61.4494,1.22448,-1.6,-10.543558955192566,1.2549382448196411,-0.0380052,999,,,,,,,188,2.848484848,188,2.848484848,,,,,,,,,,,,,,,,,,,"Jeron Williams","sa3022566",700784
"Carson McCusker",,114,447,413,92,55,22,1,14,46,54,28,0,169,4,2,0,8,3,3,0.22276,0.0626398,0.378076,0.16568,0.277405,0.382567,0.287323,0.659972,0.159806,3.30596,0.336207,,-1.2029,43.4777,-9.33877,81.7118,-1.2029,0,-10.83785879611969,-4.927248477935791,-0.0383939,999,,,,,,,396.6,3.478947368,396.6,3.478947368,,,,,,,,,,,,,,,,,,,"Carson McCusker","33098",676812
"Caleb Cali","SEA",117,468,422,82,50,16,3,13,47,50,39,0,174,4,3,0,4,5,6,0.194313,0.0833333,0.371795,0.224138,0.267094,0.338863,0.267624,0.605957,0.14455,4.32782,0.289916,,-2.07106,38.0351,-17.2627,75.4311,-2.07106,-2.6,-15.623059749603271,-0.8804231882095337,-0.0399656,999,,,,,,,344.6,2.945299145,344.6,2.945299145,,,,,,,,,,,,,,,,,,,"Caleb Cali","sa3022651",687730
"Carlos Sanchez","CIN",118,479,421,95,73,14,3,5,46,40,42,0,156,2,2,12,7,8,9,0.225653,0.0876827,0.325678,0.269231,0.297645,0.308789,0.272741,0.606433,0.0831354,4.4904,0.343511,,-2.85805,40.9193,-15.6782,67.5415,-2.85805,3.2,-21.28519868850708,4.959994196891785,-0.040266,999,,,,,,,337.7,2.861864406,337.7,2.861864406,,,,,,,,,,,,,,,,,,,"Carlos Sanchez","sa3018465",800176
"Geovanny Planchart","TOR",69,236,209,38,28,7,1,2,21,19,23,0,61,2,2,0,5,0,0,0.181818,0.0974576,0.258475,0.377049,0.266949,0.253589,0.239318,0.520538,0.0717703,2.53057,0.243243,,-0.349889,13.7564,-14.1288,50.0044,-0.349889,1.4,-14.256329476833344,5.735684752464294,-0.0404499,999,,,,,,,123.6,1.791304347,123.6,1.791304347,,,,,,,,,,,,,,,,,,,"Geovanny Planchart","sa3009334",685712
"Avery Owusu-Asiedu","ARI",112,418,375,79,55,14,4,6,48,41,32,0,136,5,3,3,9,13,3,0.210667,0.076555,0.325359,0.235294,0.279518,0.317333,0.265929,0.596851,0.106667,7.02067,0.309322,,0.764094,33.3965,-15.9935,66.7709,0.764094,6,-15.69816142320633,1.392416000366211,-0.0412293,999,,,,,,,314.5,2.808035714,314.5,2.808035714,,,,,,,,,,,,,,,,,,,"Avery Owusu-Asiedu","sa3022604",801938
"Justin Connell",,61,228,199,43,28,10,1,4,26,26,21,0,59,5,1,2,5,4,2,0.21608,0.0921053,0.258772,0.355932,0.30531,0.336683,0.288024,0.641993,0.120603,4.88407,0.284672,,-0.375525,22.3063,-4.63368,82.9107,-0.375525,-0.5,-4.993516981601715,-3.0132274627685547,-0.0433206,999,,,,,,,194.1,3.181967213,194.1,3.181967213,,,,,,,,,,,,,,,,,,,"Justin Connell","sa3004884",676667
"Jason Heyward",,88,263,237,49,31,11,1,6,30,28,20,1,61,3,3,0,4,2,1,0.206751,0.0760456,0.231939,0.327869,0.273764,0.337553,0.26809,0.611317,0.130802,4.35354,0.248555,,-0.359406,21.4741,-9.60135,72.9744,-0.359406,2.5,-8.783553659915924,-0.3990299701690674,-0.0445209,999,,,,,,,201.4,2.288636363,201.4,2.288636363,,,,,,,,,,,,,,,,,,,"Jason Heyward","4940",518792
"Moisés Gómez",,110,453,414,86,52,19,2,13,45,52,30,1,170,5,4,0,6,4,1,0.207729,0.0662252,0.375276,0.176471,0.267108,0.357488,0.272105,0.624596,0.149758,4.49435,0.310638,,-0.177261,38.4641,-15.0613,75.7241,-0.177261,2.7,-13.210942223668098,-2.293386220932007,-0.0447566,999,,,,,,,366.1,3.328181818,366.1,3.328181818,,,,,,,,,,,,,,,,,,,"Moises Gomez","sa875163",664332
"Hunter Bishop",,99,391,358,79,55,15,3,6,45,40,22,1,124,6,3,2,5,9,3,0.22067,0.056266,0.317136,0.177419,0.275064,0.329609,0.265835,0.604673,0.108939,6.40802,0.316017,,0.0301108,31.2093,-14.9904,70.0838,0.0301108,4.7,-13.833544325083494,0.39003515243530273,-0.044891,999,,,,,,,294.1,2.97070707,294.1,2.97070707,,,,,,,,,,,,,,,,,,,"Hunter Bishop","sa3011413",666183
"Eddie Micheletti Jr.","TOR",108,458,396,76,43,21,2,10,40,53,48,0,90,10,4,0,9,2,0,0.191919,0.104803,0.196507,0.533333,0.292576,0.330808,0.279893,0.623384,0.138889,3.47022,0.22,,-0.266769,41.7849,-12.3313,77.9554,-0.266769,1,-12.166562736034393,-4.048501014709473,-0.045682,999,,,,,,,373.7,3.460185185,373.7,3.460185185,,,,,,,,,,,,,,,,,,,"Eddie Micheletti Jr.","sa3025311",804446
"Chandler Seagle",,59,197,183,32,23,8,0,1,14,15,8,0,76,3,1,2,6,1,1,0.174863,0.0406091,0.385787,0.105263,0.220513,0.234973,0.205368,0.455485,0.0601093,2.67451,0.28972,,-0.433974,6.05308,-17.224,25.7981,-0.433974,7.1,-17.759053200483322,10.719194412231445,-0.0498872,999,,,,,,,60.9,1.032203389,60.9,1.032203389,,,,,,,,,,,,,,,,,,,"Chandler Seagle","23552",676882
"Nick Senzel",,104,388,348,76,51,14,1,10,42,45,33,1,85,4,3,0,8,5,2,0.218391,0.0850515,0.219072,0.388235,0.291237,0.350575,0.282958,0.641812,0.132184,4.1866,0.257812,,-0.39338,36.3641,-9.48107,79.9298,-0.39338,-5.2,-9.622852474451065,-3.7743678092956543,-0.050364,999,,,,,,,332.8,3.2,332.8,3.2,,,,,,,,,,,,,,,,,,,"Nick Senzel","19293",669222
"Casey Yamauchi","ATH",118,462,428,103,84,16,2,1,35,44,15,1,47,12,3,4,16,8,4,0.240654,0.0324675,0.101732,0.319149,0.283843,0.294393,0.257565,0.578235,0.0537383,4.149,0.266319,,-0.764253,33.7746,-20.8142,59.1515,-0.764253,4.9,-23.007140934467316,6.597530961036682,-0.0514966,999,,,,,,,301,2.550847457,301,2.550847457,,,,,,,,,,,,,,,,,,,"Casey Yamauchi","sa3022528",671748
"David Fletcher",,95,341,320,70,58,9,1,2,26,27,16,0,49,2,2,1,9,4,1,0.21875,0.0469208,0.143695,0.326531,0.258824,0.271875,0.237101,0.530699,0.053125,3.76616,0.250923,,-0.111245,19.2633,-21.0285,47.5363,-0.111245,8.2,-21.31473959237337,9.45293927192688,-0.0532092,999,,,,,,,181.4,1.909473684,181.4,1.909473684,,,,,,,,,,,,,,,,,,,"David Fletcher","17992",664058
"Luke Williams","ATL",106,301,275,56,38,12,1,5,33,29,21,0,91,2,3,0,5,19,3,0.203636,0.0697674,0.302326,0.230769,0.262458,0.309091,0.253461,0.571549,0.105455,6.75516,0.28022,,2.16875,21.0017,-14.5638,58.7431,2.16875,0.9,-12.549530029296875,2.0059670209884644,-0.0544545,999,,,,,,,222.8,2.101886792,222.8,2.101886792,,,,,,,,,,,,,,,,,,,"Luke Williams","19931",663897
"Ben Hartl","TEX",81,324,283,54,40,11,1,2,33,40,16,0,96,23,2,0,6,2,2,0.190813,0.0493827,0.296296,0.166667,0.287037,0.257951,0.25433,0.544988,0.0671378,4.25525,0.278075,,-0.940567,22.8351,-15.448,61.1479,-0.940567,-1.9,-15.777089953422546,4.052381157875061,-0.0582825,999,,,,,,,191,2.358024691,191,2.358024691,,,,,,,,,,,,,,,,,,,"Ben Hartl","sa3025364",803015
"Keyber Rodriguez","TEX",119,482,446,95,71,18,2,4,47,38,26,1,119,4,3,3,11,8,4,0.213004,0.0539419,0.246888,0.218487,0.26096,0.289238,0.244101,0.550198,0.0762332,4.88164,0.279141,,-0.698237,29.9676,-26.9844,54.1012,-0.698237,7.8,-26.773056268692017,9.571017265319824,-0.0621212,999,,,,,,,281.2,2.36302521,281.2,2.36302521,,,,,,,,,,,,,,,,,,,"Keyber Rodriguez","sa3005488",677601
"Woody Hadeen","DET",117,481,430,89,68,14,2,5,62,51,32,0,104,19,0,0,5,17,4,0.206977,0.0665281,0.216216,0.307692,0.29106,0.283721,0.263488,0.574781,0.0767442,6.72871,0.261682,,0.976332,37.4765,-19.3574,65.7998,0.976332,-4.1,-18.412246882915497,1.2020282745361328,-0.0664806,999,,,,,,,341.5,2.918803418,341.5,2.918803418,,,,,,,,,,,,,,,,,,,"Woody Hadeen","sa3025602",802219
"Kyle Farmer","ATL",102,322,295,67,47,12,1,7,30,35,18,0,74,7,2,0,8,1,2,0.227119,0.0559006,0.229814,0.243243,0.285714,0.345763,0.279022,0.631477,0.118644,2.73521,0.277778,,-1.09436,29.1494,-8.89734,76.2534,-1.09436,-2.4,-10.156930565834045,-1.2168725728988647,-0.0679368,999,,,,,,,257.8,2.52745098,257.8,2.52745098,,,,,,,,,,,,,,,,,,,"Kyle Farmer","14813",571657
"Payton Green","MIA",93,380,344,79,56,16,2,5,34,37,26,0,103,5,4,1,5,5,5,0.229651,0.0684211,0.271053,0.252427,0.290237,0.331395,0.275439,0.621633,0.101744,4.075,0.308333,,-1.62193,33.2946,-11.6054,72.9289,-1.62193,-3.7,-13.814183473587036,0.4887125492095947,-0.0702465,999,,,,,,,291.7,3.136559139,291.7,3.136559139,,,,,,,,,,,,,,,,,,,"Payton Green","sa3025195",700243
"Myles Emmerson",,76,278,254,50,36,10,1,3,24,22,19,0,86,2,1,2,12,1,1,0.19685,0.0683453,0.309353,0.22093,0.257246,0.279528,0.241179,0.536774,0.0826772,3.32377,0.283133,,-0.585813,16.6247,-16.2232,49.5047,-0.585813,1.7,-17.130877673625946,6.8072898387908936,-0.076967,999,,,,,,,151,1.986842105,151,1.986842105,,,,,,,,,,,,,,,,,,,"Myles Emmerson","sa3016862",689880
"Cameron Sisneros","CHC",84,343,302,67,47,12,1,7,27,41,30,1,72,8,3,0,6,5,1,0.221854,0.0874636,0.209913,0.416667,0.306122,0.337748,0.287058,0.643871,0.115894,3.86778,0.265487,,0.035942,33.2884,-7.23971,84.0215,0.035942,0.6,-6.459736384451389,-5.701440215110779,-0.0770333,999,,,,,,,300.2,3.573809523,300.2,3.573809523,,,,,,,,,,,,,,,,,,,"Cameron Sisneros","sa3025564",815133
"Jonah Advincula","CLE",101,371,319,67,49,10,4,4,40,33,40,0,76,6,2,4,2,20,5,0.210031,0.107817,0.204852,0.526316,0.307902,0.304075,0.278578,0.611977,0.0940439,7.17824,0.261411,,1.32525,33.4513,-10.3852,77.63,1.32525,-1,-8.456390380859375,-5.089506149291992,-0.0790536,999,,,,,,,307.6,3.045544554,307.6,3.045544554,,,,,,,,,,,,,,,,,,,"Jonah Advincula","sa3023056",809945
"Felix Stevens",,99,383,346,70,41,14,1,14,41,49,30,0,156,5,2,0,7,2,1,0.202312,0.078329,0.407311,0.192308,0.274151,0.369942,0.282427,0.644094,0.16763,3.44241,0.314607,,-0.511245,35.7304,-9.52399,80.8492,-0.511245,-0.1,-9.204438984394073,-4.321781255304813,-0.0805769,999,,,,,,,329.9,3.332323232,329.9,3.332323232,,,,,,,,,,,,,,,,,,,"Felix Stevens","sa3008946",685474
"Ahbram Liendo","BOS",126,477,434,94,78,10,3,3,47,37,36,0,146,3,3,1,3,23,6,0.21659,0.0754717,0.30608,0.246575,0.279412,0.274194,0.250574,0.553605,0.0576037,6.51373,0.315972,,1.3705,32.1635,-24.1977,52.9585,1.3705,6.1,-25.076242804527283,7.852645397186279,-0.0819395,999,,,,,,,310.6,2.465079365,310.6,2.465079365,,,,,,,,,,,,,,,,,,,"Ahbram Liendo","sa3016173",699157
"Yanquiel Fernández","NYY",127,479,446,100,66,19,1,14,50,61,27,1,113,3,3,0,7,1,1,0.224215,0.0563674,0.235908,0.238938,0.271399,0.365471,0.276734,0.63687,0.141256,2.62688,0.267081,,-0.836676,42.4721,-14.1254,76.3036,-0.836676,2.2,-14.21462994813919,-3.0799825191497803,-0.0821602,999,,,,,,,395.5,3.114173228,395.5,3.114173228,,,,,,,,,,,,,,,,,,,"Yanquiel Fernandez","28552",692585
"Kendall George","LAD",116,513,455,107,92,7,5,3,74,37,52,0,105,2,3,1,3,44,15,0.235165,0.101365,0.204678,0.495238,0.314453,0.292308,0.276136,0.606761,0.0571429,7.83836,0.297143,,1.6934,45.2378,-15.3771,75.2563,1.6934,-6.4,-13.351070165634155,-4.515079498291016,-0.0822242,999,,,,,,,424.8,3.662068965,424.8,3.662068965,,,,,,,,,,,,,,,,,,,"Kendall George","sa3022660",806077
"Nick Podkul",,61,233,203,39,27,6,1,5,23,23,25,0,81,5,0,0,4,1,0,0.192118,0.107296,0.347639,0.308642,0.296137,0.305419,0.274707,0.601556,0.1133,3.9383,0.290598,,-0.176295,20.2763,-7.25449,73.5219,-0.176295,2.9,-7.447657749056816,-1.3805699348449707,-0.0824871,999,,,,,,,177.4,2.908196721,177.4,2.908196721,,,,,,,,,,,,,,,,,,,"Nick Podkul","sa3006720",674951
"Eddie Rosario",,93,340,313,72,44,15,2,11,38,40,23,1,83,0,3,1,7,7,3,0.230032,0.0676471,0.244118,0.277108,0.280236,0.396166,0.291117,0.676402,0.166134,5.12825,0.274775,,-0.264262,34.1177,-6.05587,85.7645,-0.264262,-2.4,-6.000753164291382,-6.1477954387664795,-0.0859501,999,,,,,,,322.4,3.466666666,322.4,3.466666666,,,,,,,,,,,,,,,,,,,"Eddie Rosario","12155",592696
"Dub Gleed","TOR",76,291,254,57,42,13,0,2,22,27,29,0,62,6,1,1,5,3,2,0.224409,0.0996564,0.213058,0.467742,0.317241,0.299213,0.282061,0.616454,0.0748032,2.46422,0.287958,,-0.727364,27.0612,-7.32274,77.4651,-0.727364,-3.1,-8.499526023864746,-2.0307759046554565,-0.0871271,999,,,,,,,226.8,2.984210526,226.8,2.984210526,,,,,,,,,,,,,,,,,,,"Dub Gleed","sa3032302",801957
"Garrett Martin","NYY",102,393,357,69,42,13,2,12,44,53,23,0,119,10,3,0,7,11,2,0.193277,0.0585242,0.302799,0.193277,0.259542,0.341737,0.264837,0.601279,0.148459,6.40857,0.248908,,0.88584,31.0505,-15.3855,68.1081,0.88584,3.8,-13.886374115943909,-0.5320107936859131,-0.0908242,999,,,,,,,305.6,2.996078431,305.6,2.996078431,,,,,,,,,,,,,,,,,,,"Garrett Martin","sa3022806",682003
"Riley Adams","WSN",81,280,252,53,33,11,1,8,26,31,20,0,92,6,2,0,6,1,0,0.210317,0.0714286,0.328571,0.217391,0.282143,0.357143,0.28192,0.639286,0.146825,3.40884,0.292208,,-0.189499,26.0062,-7.078,78.7296,-0.189499,-8.1,-7.248237982392311,-2.955967426300049,-0.0911957,999,,,,,,,237.5,2.932098765,237.5,2.932098765,,,,,,,,,,,,,,,,,,,"Riley Adams","19864",656180
"Quincy Hamilton",,88,367,326,65,40,14,2,9,38,37,34,0,103,4,2,1,5,6,3,0.199387,0.0926431,0.280654,0.330097,0.281421,0.337423,0.275214,0.618844,0.138037,4.83395,0.259259,,-0.543483,32.0885,-11.2754,74.704,-0.543483,2,-11.48532748222351,-2.045414447784424,-0.0915933,999,,,,,,,291.6,3.313636363,291.6,3.313636363,,,,,,,,,,,,,,,,,,,"Quincy Hamilton","sa3017215",680810
"Kai Roberts","SDP",86,353,305,61,50,6,1,4,38,28,31,0,129,5,2,10,5,17,4,0.2,0.0878187,0.365439,0.24031,0.282799,0.265574,0.251935,0.548373,0.0655738,6.34357,0.327586,,1.19419,24.1924,-17.5172,61.9072,1.19419,0.8,-14.743008971214294,2.0970311760902405,-0.0926052,999,,,,,,,226.4,2.632558139,226.4,2.632558139,,,,,,,,,,,,,,,,,,,"Kai Roberts","sa3025255",805956
"Kyle Hayes","WSN",43,150,126,20,14,5,0,1,10,13,14,0,59,7,1,2,3,1,0,0.15873,0.0933333,0.393333,0.237288,0.277027,0.222222,0.239105,0.499249,0.0634921,2.9363,0.283582,,-0.0310586,8.71763,-9.00603,46.2378,-0.0310586,0.7,-9.535813624039292,3.4557318091392517,-0.0936879,999,,,,,,,74.8,1.739534883,74.8,1.739534883,,,,,,,,,,,,,,,,,,,"Kyle Hayes","sa3018212",690469
"Trey Mancini","LAA",87,338,306,71,47,14,0,10,37,37,23,2,92,6,3,0,7,1,1,0.232026,0.0680473,0.272189,0.25,0.295858,0.375817,0.292348,0.671675,0.143791,2.25065,0.294686,,-0.698041,34.2547,-5.68255,84.7532,-0.698041,0.4,-6.771958589553833,-5.80958279967308,-0.0966317,999,,,,,,,312.3,3.589655172,312.3,3.589655172,,,,,,,,,,,,,,,,,,,"Trey Mancini","15149",641820
"Jackson Strong","DET",100,420,379,73,49,15,3,6,45,42,32,0,153,6,3,0,2,10,3,0.192612,0.0761905,0.364286,0.20915,0.264286,0.295515,0.251085,0.5598,0.102902,6.39778,0.300448,,0.197102,28.4946,-21.1317,57.2564,0.197102,4,-20.96180835366249,5.543209910392761,-0.0980502,999,,,,,,,271.4,2.714,271.4,2.714,,,,,,,,,,,,,,,,,,,"Jackson Strong","sa3025551",825924
"Ronaldo Hernández",,75,291,269,59,40,12,0,7,24,31,16,0,63,3,3,0,10,1,1,0.219331,0.0549828,0.216495,0.253968,0.268041,0.342007,0.267394,0.610049,0.122677,1.88769,0.257426,,-0.599016,23.5958,-10.7881,64.5455,-0.599016,-3.6,-12.759097039699554,1.7461199760437012,-0.101707,999,,,,,,,218.1,2.908,218.1,2.908,,,,,,,,,,,,,,,,,,,"Ronaldo Hernandez","sa881850",660613
"Rob Brantly",,43,142,129,29,21,6,0,2,13,18,8,0,27,4,1,0,3,0,0,0.224806,0.056338,0.190141,0.296296,0.288732,0.317829,0.271394,0.606562,0.0930233,1.48214,0.267327,,-0.217855,11.9752,-4.80318,72.6249,-0.217855,-3.7,-4.799451157450676,-1.091240406036377,-0.102491,999,,,,,,,105.6,2.455813953,105.6,2.455813953,,,,,,,,,,,,,,,,,,,"Rob Brantly","10655",542963
"Nick Kahle",,33,108,96,19,13,4,0,2,9,11,7,0,32,2,1,2,2,0,0,0.197917,0.0648148,0.296296,0.21875,0.264151,0.302083,0.253196,0.566234,0.104167,1.34077,0.269841,,-0.145237,7.51222,-5.24881,59.787,-0.145237,-1.3,-5.292597636580467,0.6841269731521606,-0.103987,999,,,,,,,67.8,2.054545454,67.8,2.054545454,,,,,,,,,,,,,,,,,,,"Nick Kahle","sa1115979",685277
"Andrew Velazquez","ARI",115,373,340,68,46,15,0,7,41,32,22,0,126,2,2,7,3,17,2,0.2,0.0589812,0.337802,0.174603,0.251366,0.305882,0.24669,0.557248,0.105882,5.8624,0.291866,,2.11885,23.9748,-20.098,55.8847,2.11885,-0.7,-17.275282621383667,3.4115522503852844,-0.104527,999,,,,,,,248.8,2.16347826,248.8,2.16347826,,,,,,,,,,,,,,,,,,,"Andrew Velazquez","14196",623205
"John Garcia","HOU",88,342,300,56,39,12,0,5,28,34,26,0,115,12,2,2,9,4,2,0.186667,0.0760234,0.336257,0.226087,0.276471,0.276667,0.253735,0.553137,0.09,3.18482,0.28022,,-0.527364,23.9386,-16.4714,59.908,-0.527364,-2.4,-16.68791651725769,3.883068561553955,-0.105389,999,,,,,,,211.4,2.402272727,211.4,2.402272727,,,,,,,,,,,,,,,,,,,"John Garcia","sa3020419",801039
"Garret Forrester","MIA",68,274,237,49,38,9,1,1,21,24,27,0,85,8,2,0,4,5,1,0.206751,0.0985401,0.310219,0.317647,0.306569,0.265823,0.265946,0.572392,0.0590717,4.58996,0.313726,,0.10856,21.8952,-10.48,66.4256,0.10856,-4.4,-10.794625386595726,0.6338033676147461,-0.107175,999,,,,,,,190.3,2.798529411,190.3,2.798529411,,,,,,,,,,,,,,,,,,,"Garret Forrester","sa3022822",807720
"Edwin Rios",,111,448,400,86,48,19,1,18,51,57,40,1,168,5,3,0,8,0,1,0.215,0.0892857,0.375,0.238095,0.292411,0.4025,0.301967,0.694911,0.1875,2.41544,0.313364,,-1.01687,48.9014,-4.03323,87.5619,-1.01687,-0.1,-7.621148943901062,-8.330452539026737,-0.107533,999,,,,,,,443.8,3.998198198,443.8,3.998198198,,,,,,,,,,,,,,,,,,,"Edwin Rios","18316",621458
"Mario Camilletti","CHW",103,405,352,73,58,11,1,3,37,31,44,0,100,4,2,3,6,3,1,0.207386,0.108642,0.246914,0.44,0.300995,0.269886,0.263588,0.570881,0.0625,3.57594,0.278884,,-0.509295,31.5879,-16.266,65.8622,-0.509295,0.3,-16.804642021656036,1.7880952954292297,-0.109753,999,,,,,,,269.5,2.616504854,269.5,2.616504854,,,,,,,,,,,,,,,,,,,"Mario Camilletti","sa3020192",680519
"Tucker Barnhart",,49,160,141,27,21,5,0,1,12,11,15,0,41,2,1,1,4,0,0,0.191489,0.09375,0.25625,0.365854,0.27673,0.248227,0.243047,0.524957,0.0567376,1.19469,0.26,,-0.250864,9.81085,-9.09438,53.3752,-0.250864,-0.5,-9.043300241231918,2.4394474029541016,-0.112051,999,,,,,,,85.1,1.736734693,85.1,1.736734693,,,,,,,,,,,,,,,,,,,"Tucker Barnhart","10200",571466
"Cody Roberts",,59,212,191,37,27,8,0,2,21,17,15,0,79,2,2,2,4,1,0,0.193717,0.0707547,0.372642,0.189873,0.257143,0.267016,0.236819,0.524159,0.0732984,3.26653,0.3125,,-0.0904737,11.9274,-13.122,51.5526,-0.0904737,0.2,-12.26356365531683,4.094767764210701,-0.114348,999,,,,,,,111.1,1.883050847,111.1,1.883050847,,,,,,,,,,,,,,,,,,,"Cody Roberts","sa3007869",663944
"Max Wagner","TEX",93,382,347,69,47,14,3,5,34,32,28,0,130,4,1,2,5,6,4,0.198847,0.0732984,0.340314,0.215385,0.265789,0.299712,0.253135,0.565501,0.100865,5.13497,0.300469,,-0.959602,26.5521,-18.5842,60.3632,-0.959602,3.1,-18.80533516407013,4.503586053848267,-0.117639,999,,,,,,,240.3,2.583870967,240.3,2.583870967,,,,,,,,,,,,,,,,,,,"Max Wagner","sa3020415",694484
"Andrew Navigato","DET",106,410,373,78,47,17,2,12,52,55,27,0,115,7,3,0,7,8,6,0.209115,0.0658537,0.280488,0.234783,0.273171,0.36193,0.278292,0.635101,0.152815,5.54184,0.26506,,-1.39184,36.8726,-11.5721,75.9977,-1.39184,-6.8,-12.990514278411865,-2.280600070953369,-0.118186,999,,,,,,,337.7,3.185849056,337.7,3.185849056,,,,,,,,,,,,,,,,,,,"Andrew Navigato","sa3010703",685382
"Sterlin Thompson","COL",121,498,447,111,74,22,4,11,57,61,36,0,121,12,3,0,8,8,4,0.248322,0.0722892,0.242972,0.297521,0.319277,0.389262,0.311547,0.708539,0.14094,5.11355,0.314465,,-0.843474,58.2329,-0.609678,85.3521,-0.843474,-2.8,-9.489153981208801,-8.28941798210144,-0.124308,999,,,,,,,512.6,4.236363636,512.6,4.236363636,,,,,,,,,,,,,,,,,,,"Sterlin Thompson","31443",694514
"Juan Yepez",,108,419,381,91,59,19,1,12,41,52,31,1,74,3,4,0,13,1,1,0.238845,0.0739857,0.176611,0.418919,0.298329,0.388451,0.298548,0.686781,0.149606,2.30168,0.264214,,-0.816871,44.573,-4.93507,90.8062,-0.816871,-2.6,-5.357163608074188,-10.297677516937256,-0.125743,999,,,,,,,403.3,3.734259259,403.3,3.734259259,,,,,,,,,,,,,,,,,,,"Juan Yepez","18400",660766
"Jhonkensy Noel","BAL",137,489,452,98,59,18,1,20,54,69,27,0,141,8,2,0,8,1,1,0.216814,0.0552147,0.288344,0.191489,0.271984,0.393805,0.289115,0.665789,0.176991,2.67901,0.266212,,-0.830075,48.2745,-9.50464,85.1488,-0.830075,0.3,-9.389438092708588,-8.683686435222626,-0.126586,999,,,,,,,446.8,3.261313868,446.8,3.261313868,,,,,,,,,,,,,,,,,,,"Jhonkensy Noel","24257",678877
"Antonio Gomez","NYY",67,261,240,47,33,9,1,4,22,23,16,0,94,2,2,1,9,1,0,0.195833,0.0613027,0.360153,0.170213,0.25,0.291667,0.240881,0.541667,0.0958333,3.64118,0.298611,,-0.136685,15.545,-15.2942,51.6061,-0.136685,0,-15.023566275835037,4.794973373413086,-0.127131,999,,,,,,,148.5,2.21641791,148.5,2.21641791,,,,,,,,,,,,,,,,,,,"Antonio Gomez","sa3008746",682625
"Cade Hunter","CIN",94,353,317,60,43,10,0,7,36,33,28,0,123,6,1,1,3,3,1,0.189274,0.0793201,0.348442,0.227642,0.267045,0.287066,0.251193,0.554112,0.0977918,3.39507,0.281915,,-0.317846,23.9798,-17.7298,52.7803,-0.317846,0.6,-20.073526322841644,7.085155606269836,-0.127636,999,,,,,,,218.7,2.326595744,218.7,2.326595744,,,,,,,,,,,,,,,,,,,"Cade Hunter","sa3020199",687192
"Peter Burns","LAA",37,118,103,19,16,2,0,1,10,12,12,0,27,3,0,0,3,1,1,0.184466,0.101695,0.228814,0.444444,0.288136,0.23301,0.246818,0.521145,0.0485437,2.5589,0.24,,-0.414169,7.59678,-6.34583,53.3894,-0.414169,-0.6,-6.896624952554703,1.5678423643112183,-0.129542,999,,,,,,,62.7,1.694594594,62.7,1.694594594,,,,,,,,,,,,,,,,,,,"Peter Burns","sa3022424",686196
"Dairon Blanco",,107,317,281,65,46,12,1,6,47,35,21,0,84,6,2,7,4,30,7,0.231317,0.0662461,0.264984,0.25,0.296774,0.345196,0.284766,0.64197,0.113879,7.63038,0.305699,,2.65146,30.1752,-7.2808,82.114,2.65146,0,-4.031121492385864,-8.153292655944824,-0.129974,999,,,,,,,298.3,2.787850467,298.3,2.787850467,,,,,,,,,,,,,,,,,,,"Dairon Blanco","19779",680118
"Hunter Renfroe",,102,381,346,78,47,19,1,11,36,41,31,0,80,2,2,0,9,1,0,0.225434,0.0813648,0.209974,0.3875,0.291339,0.381503,0.29432,0.672841,0.156069,2.79136,0.2607,,-0.328134,39.2228,-5.7953,84.2734,-0.328134,-2.8,-7.390195727348328,-6.999735593795776,-0.130184,999,,,,,,,355.9,3.489215686,355.9,3.489215686,,,,,,,,,,,,,,,,,,,"Hunter Renfroe","15464",592669
"Alex De Goti",,90,338,296,60,45,12,1,2,32,25,32,0,87,4,2,4,8,3,3,0.202703,0.0946746,0.257396,0.367816,0.287425,0.27027,0.255711,0.557695,0.0675676,3.56364,0.277512,,-1.16329,24.2007,-15.7366,62.0989,-1.16329,2.1,-16.262043356895447,3.3419164419174194,-0.131273,999,,,,,,,204.6,2.273333333,204.6,2.273333333,,,,,,,,,,,,,,,,,,,"Alex De Goti","19477",621008
"Brooks Brannon","BOS",91,375,354,79,57,12,2,8,38,39,20,1,132,1,0,0,6,3,1,0.223164,0.0533333,0.352,0.151515,0.266667,0.336158,0.263767,0.602825,0.112994,4.40989,0.331776,,-0.317846,29.3026,-15.0065,62.0469,-0.317846,-4,-17.092422425746918,2.8893299102783203,-0.132203,999,,,,,,,275.7,3.029670329,275.7,3.029670329,,,,,,,,,,,,,,,,,,,"Brooks Brannon","sa3020417",703477
