Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Jake Higginbotham","MIN",4,5,,4.55497,40,0,0,0,,57.3,253,58,31,29,8,23,0,2,50,7.8534,3.61257,2.17391,1.25654,0.197628,0.0909091,0.10671935975551605,0.254386,1.41361,0.294118,0.716332,,,4.51384,-0.110114,-0.195905,999,,,,,,,199.81999435424808,3.487259982806567,207.49999618530273,3.6212914301593164,,,,,,,,,,,,,,,,,,,"Jake Higginbotham","sa3007590",663977
"Saul Garcia","NYM",3,5,,5.14793,31,4,0,0,,50.7,231,47,31,29,7,29,0,5,51,9.05325,5.14793,1.75862,1.2426,0.220779,0.125541,0.0952381044626236,0.238579,1.49901,0.28777,0.679758,,,4.93001,-0.112033,-0.311571,999,,,,,,,166.88000564575196,3.2915187994974833,162.50000381469727,3.2051282321376426,,,,,,,,,,,,,,,,,,,"Saul Garcia","sa3017106",702903
"Junior Santos",,4,7,,5.18182,39,6,0,0,,66,301,72,41,38,8,32,1,2,42,5.72727,4.36364,1.3125,1.09091,0.139535,0.106312,0.03322260081768036,0.269663,1.57576,0.294931,0.678879,,,4.98362,-0.113152,-0.299397,999,,,,,,,184.80000000000013,2.800000000000002,208,3.1515151515151514,,,,,,,,,,,,,,,,,,,"Junior Santos","sa3005470",681744
"Ryan Boyer",,0,1,,4.5666,32,0,0,0,,47.3,204,46,26,24,7,16,1,5,40,7.61099,3.0444,2.5,1.33192,0.196078,0.0784314,0.11764705926179886,0.251366,1.31078,0.286765,0.689655,,,4.69962,-0.113199,-0.182482,999,,,,,,,161.31999435424805,3.4105707601756245,162.49999618530273,3.4355179451669113,,,,,,,,,,,,,,,,,,,"Ryan Boyer","sa3018151",801682
"Eduarniel Núñez","CHC",3,4,,4.83101,44,0,0,4,,50.3,230,45,29,27,6,32,0,5,52,9.30418,5.72565,1.625,1.07356,0.226087,0.13913,0.08695653080940247,0.233161,1.53082,0.288889,0.699708,,,4.825,-0.113748,-0.234425,999,,,,,,,190.41999435424805,3.7856858298707183,182.49999618530273,3.628230595495487,,,,,,,,,,,,,,,,,,,"Eduarniel Nunez","23162",674384
"Tyler Zuber","MIA",2,2,,4.71429,36,1,0,0,,42,188,42,24,22,6,21,2,1,39,8.35714,4.5,1.85714,1.28571,0.207447,0.111702,0.09574468433856964,0.253012,1.5,0.297521,0.714286,,,4.70656,-0.114231,-0.0983304,999,,,,,,,139.8,3.3285714285714287,144,3.4285714285714284,,,,,,,,,,,,,,,,,,,"Tyler Zuber","20379",676604
"Patrick Weigel","COL",2,5,,5.34125,29,1,0,0,,33.7,154,34,22,20,5,17,1,4,31,8.27893,4.54006,1.82353,1.33531,0.201299,0.11039,0.09090908616781235,0.255639,1.51335,0.298969,0.659091,,,5.09359,-0.114578,-0.104281,999,,,,,,,98.48000564575196,2.9222552942506854,102.50000381469727,3.041543071044037,,,,,,,,,,,,,,,,,,,"Patrick Weigel","17792",622256
"Ben Bowden","ATH",1,2,,4.57275,39,0,0,0,,43.3,190,41,24,22,6,22,1,1,39,8.10624,4.57275,1.77273,1.24711,0.205263,0.115789,0.0894736796617508,0.245509,1.45497,0.286885,0.714286,,,4.72867,-0.114932,-0.105886,999,,,,,,,149.01999435424804,3.4415703690521444,147.49999618530273,3.406466484624259,,,,,,,,,,,,,,,,,,,"Ben Bowden","20198",641386
"Levi Stoudt","PHI",4,6,,5.51302,25,11,0,0,,65.3,295,72,43,40,11,28,0,3,45,6.20214,3.85911,1.60714,1.51608,0.152542,0.0949153,0.0576271116733551,0.272727,1.53139,0.293269,0.673759,,,5.37097,-0.114946,-0.249125,999,,,,,,,157.7200225830079,2.415314168637887,180.50001525878906,2.7641654949957952,,,,,,,,,,,,,,,,,,,"Levi Stoudt","25650",686651
"Reggie Crawford","SFG",0,1,,5.21053,15,6,0,0,,19,87,18,12,11,3,10,0,4,19,9,4.73684,1.9,1.42105,0.218391,0.114943,0.1034482792019844,0.246575,1.47368,0.294118,0.672269,,,5.39829,-0.11542,-0.0799905,999,,,,,,,52.89999999999999,2.784210526315789,52,2.736842105263158,,,,,,,,,,,,,,,,,,,"Reggie Crawford","sa3020457",686846
"Paul Gervase","LAD",3,4,,4.71204,44,1,0,1,,57.3,250,50,32,30,9,29,1,4,63,9.89529,4.55497,2.17241,1.41361,0.252,0.116,0.13600000739097595,0.230415,1.37871,0.282759,0.707831,,,4.70582,-0.116248,-0.131629,999,,,,,,,214.31999435424808,3.7403140873975786,200.49999618530273,3.499127379667104,,,,,,,,,,,,,,,,,,,"Paul Gervase","31571",801434
"Cameron Cotter",,2,3,,4.61538,29,0,0,0,,39,173,43,22,20,5,12,0,1,26,6,2.76923,2.16667,1.15385,0.150289,0.0693642,0.080924853682518,0.26875,1.41026,0.294574,0.6875,,,4.46847,-0.117225,-0.195485,999,,,,,,,128.3,3.28974358974359,143,3.6666666666666665,,,,,,,,,,,,,,,,,,,"Cameron Cotter","sa3021726",694650
"Nick Fraze",,2,3,,4.98214,21,11,0,0,,56,251,57,34,31,8,22,0,8,41,6.58929,3.53571,1.86364,1.28571,0.163347,0.0876494,0.07569721341133118,0.257919,1.41071,0.284884,0.663717,,,5.13514,-0.117932,-0.27448,999,,,,,,,159.8,2.8535714285714286,168,3,,,,,,,,,,,,,,,,,,,"Nick Fraze","sa3010250",684946
"Omar Cruz","SDP",4,4,,4.77361,30,8,0,0,,77.3,348,73,44,41,11,41,0,7,73,8.49935,4.77361,1.78049,1.28072,0.20977,0.117816,0.09195402264595032,0.243333,1.47477,0.287037,0.709939,,,4.9592,-0.118018,0.0123951,999,,,,,,,248.92002258300784,3.220181277565258,245.50001525878906,3.1759379762819604,,,,,,,,,,,,,,,,,,,"Omar Cruz","23875",678316
"Ryan Garcia",,3,6,,5.66618,21,13,0,0,,68.3,310,68,46,43,11,38,1,4,56,7.37921,5.00732,1.47368,1.44949,0.180645,0.122581,0.05806452035903931,0.253731,1.55198,0.283582,0.662252,,,5.43382,-0.118168,-0.515477,999,,,,,,,179.3200225830078,2.6254760552077707,184.50001525878906,2.7013178186679547,,,,,,,,,,,,,,,,,,,"Ryan Garcia","sa3011190",674114
"Steven Wilson","TBR",2,2,,4.72795,55,0,0,1,,53.3,224,46,30,28,9,24,2,3,52,8.78049,4.05253,2.16667,1.5197,0.232143,0.107143,0.1249999925494194,0.233503,1.31332,0.272059,0.696864,,,4.89874,-0.119689,-0.233275,999,,,,,,,191.11999435424806,3.5857410335825772,176.49999618530273,3.311444628737983,,,,,,,,,,,,,,,,,,,"Steven Wilson","20353",621051
"Ronan Kopp","LAD",3,2,,4.77148,47,0,0,0,,54.7,247,48,31,29,7,36,0,2,59,9.7075,5.92322,1.63889,1.15174,0.238866,0.145749,0.09311741590499878,0.229665,1.53565,0.286713,0.714286,,,4.72563,-0.120087,-0.22851,999,,,,,,,197.88000564575196,3.6175503269795266,186.50000381469727,3.409506420721212,,,,,,,,,,,,,,,,,,,"Ronan Kopp","sa3017751",691947
"Jason Blanchard",,2,3,,4.73684,31,1,0,0,,43.7,196,43,25,23,6,21,0,2,39,8.03204,4.32494,1.85714,1.2357,0.19898,0.107143,0.09183672815561295,0.248555,1.46453,0.289062,0.701439,,,4.71408,-0.120849,-0.228239,999,,,,,,,146.78000564575194,3.358810139203276,149.50000381469727,3.421052659145108,,,,,,,,,,,,,,,,,,,"Jason Blanchard","sa3010313",687836
"Nick Krauth","TEX",3,6,,5.71429,19,10,0,0,,69.3,314,75,48,44,10,27,0,8,39,5.06493,3.50649,1.44444,1.2987,0.124204,0.0859873,0.03821656107902527,0.268817,1.47186,0.282609,0.613636,,,5.40065,-0.121858,-0.670383,999,,,,,,,167.8200225830078,2.4216452408763787,189.50001525878906,2.7344878342538883,,,,,,,,,,,,,,,,,,,"Nick Krauth","sa3015006",689242
"Craig Kimbrel","TBR",3,4,,4.42953,50,0,0,1,,44.7,196,38,24,22,6,25,1,4,52,10.4698,5.03356,2.08,1.20805,0.265306,0.127551,0.13775509595870972,0.227545,1.4094,0.293578,0.714286,,,4.49979,-0.123731,-0.122696,999,,,,,,,179.18000564575192,4.008501176454323,166.50000381469727,3.72483223652966,,,,,,,,,,,,,,,,,,,"Craig Kimbrel","6655",518886
"Nick Vespi",,1,2,,4.97368,33,0,0,0,,38,171,40,23,21,5,17,0,2,30,7.10526,4.02632,1.76471,1.18421,0.175439,0.0994152,0.0760233923792839,0.263158,1.5,0.299145,0.68,,,4.76672,-0.123897,-0.257717,999,,,,,,,118.69999999999999,3.1236842105263154,128,3.3684210526315788,,,,,,,,,,,,,,,,,,,"Nick Vespi","21093",663989
"Zach Pop","PHI",2,3,,5.04878,41,0,0,1,,41,180,43,25,23,6,14,2,2,32,7.02439,3.07317,2.28571,1.31707,0.177778,0.0777778,0.10000000149011612,0.262195,1.39024,0.293651,0.658436,,,4.64733,-0.125047,-0.296606,999,,,,,,,137.8,3.360975609756098,147,3.5853658536585367,,,,,,,,,,,,,,,,,,,"Zach Pop","20185",647315
"Carson Hobbs","LAD",5,5,,4.87585,39,0,0,0,,44.3,194,42,26,24,7,20,0,2,42,8.53273,4.06321,2.1,1.42212,0.216495,0.103093,0.11340206116437912,0.244186,1.39955,0.284553,0.689655,,,4.78299,-0.125142,-0.275296,999,,,,,,,150.51999435424813,3.397742594729571,148.49999618530273,3.3521444411464105,,,,,,,,,,,,,,,,,,,"Carson Hobbs","sa3023573",814481
"Colin Peluse","PHI",3,3,,5.25122,36,5,0,0,,61.7,268,68,39,36,11,18,0,2,42,6.12642,2.62561,2.33333,1.60454,0.156716,0.0671642,0.08955223858356476,0.274194,1.39384,0.292308,0.665722,,,5.06382,-0.125711,-0.302202,999,,,,,,,168.48000564575193,2.7306321484999176,189.50000381469727,3.071312827738599,,,,,,,,,,,,,,,,,,,"Colin Peluse","sa3011126",668761
"Marques Johnson","SFG",2,3,,4.38134,39,0,0,0,,49.3,219,46,26,24,6,26,0,2,49,8.94523,4.74645,1.88462,1.09533,0.223744,0.118721,0.10502282530069351,0.240838,1.46045,0.294118,0.72327,,,4.43331,-0.128017,-0.0605997,999,,,,,,,185.41999435424808,3.7610547104199816,182.49999618530273,3.7018255377195026,,,,,,,,,,,,,,,,,,,"Marques Johnson","sa3020741",688730
"Patrick Halligan","BOS",3,3,,4.83333,34,2,0,0,,54,242,57,31,29,8,22,0,3,43,7.16667,3.66667,1.95455,1.33333,0.177686,0.0909091,0.08677685260772705,0.262673,1.46296,0.295181,0.707965,,,4.85736,-0.128148,-0.0686662,999,,,,,,,164.00000000000006,3.037037037037038,177,3.2777777777777777,,,,,,,,,,,,,,,,,,,"Patrick Halligan","sa3017319",701856
"Héctor Neris",,3,4,,4.97368,43,0,0,1,,38,167,36,23,21,6,19,1,2,37,8.76316,4.5,1.94737,1.42105,0.221557,0.113772,0.10778443515300751,0.246575,1.44737,0.291262,0.686695,,,4.89829,-0.128292,-0.281555,999,,,,,,,128.79999999999998,3.3894736842105258,127,3.3421052631578947,,,,,,,,,,,,,,,,,,,"Hector Neris","11804",593576
"Yosber Sanchez","DET",3,4,,4.7806,33,0,0,0,,43.3,199,44,25,23,5,22,1,2,35,7.27483,4.57275,1.59091,1.03926,0.175879,0.110553,0.06532663851976395,0.251429,1.52425,0.288889,0.694915,,,4.68248,-0.12833,-0.268305,999,,,,,,,142.51999435424804,3.291454892966024,149.49999618530273,3.4526558618815266,,,,,,,,,,,,,,,,,,,"Yosber Sanchez","sa3011636",681458
"Antonio Jimenez",,3,3,,4.63122,30,5,0,0,,58.3,261,59,32,30,8,28,0,3,49,7.56432,4.32247,1.75,1.23499,0.187739,0.10728,0.08045976608991623,0.256522,1.49228,0.294798,0.725594,,,4.83325,-0.128419,0.0913033,999,,,,,,,184.61999435424806,3.1667237867970255,192.49999618530273,3.301886770230573,,,,,,,,,,,,,,,,,,,"Antonio Jimenez","sa3008074",682607
"Evan Gates","PHI",2,3,,5.0339,38,1,0,0,,59,263,61,36,33,9,27,0,1,52,7.9322,4.11864,1.92593,1.37288,0.197719,0.102662,0.09505704045295715,0.259574,1.49153,0.298851,0.689655,,,4.7792,-0.129568,-0.356839,999,,,,,,,187.30000000000004,3.1745762711864414,198,3.3559322033898304,,,,,,,,,,,,,,,,,,,"Evan Gates","sa3017311",688753
"Orlando Ribalta","WSN",1,2,,4.90463,35,0,0,4,,36.7,166,36,22,20,5,20,1,2,34,8.33787,4.90463,1.7,1.22616,0.204819,0.120482,0.08433734625577927,0.25,1.52589,0.295238,0.693878,,,4.85176,-0.130746,-0.263716,999,,,,,,,134.48000564575196,3.66430525477136,136.50000381469727,3.719346075669248,,,,,,,,,,,,,,,,,,,"Orlando Ribalta","26247",687377
"Gerardo Carrillo","ARI",2,3,,4.18605,39,0,0,0,,43,191,41,22,20,5,18,1,5,38,7.95349,3.76744,2.11111,1.04651,0.198953,0.0942408,0.10471204668283463,0.244048,1.37209,0.288,0.711538,,,4.48397,-0.130781,0.0943766,999,,,,,,,157.1,3.653488372093023,157,3.6511627906976742,,,,,,,,,,,,,,,,,,,"Gerardo Carrillo","sa3002790",672629
"Jack Ralston","MIA",3,4,,4.59184,35,0,0,0,,49,223,45,27,25,6,31,0,2,52,9.55102,5.69388,1.67742,1.10204,0.233184,0.139013,0.09417040646076202,0.236842,1.55102,0.295455,0.724852,,,4.62493,-0.130803,-0.0763897,999,,,,,,,176.8,3.6081632653061226,172,3.510204081632653,,,,,,,,,,,,,,,,,,,"Jack Ralston","sa3011296",667652
"Micah Dallas","ATH",3,4,,4.85961,36,1,0,0,,46.3,202,51,27,25,8,13,0,1,33,6.41469,2.527,2.53846,1.55508,0.163366,0.0643564,0.09900989383459091,0.271277,1.38229,0.292517,0.700758,,,4.863,-0.131399,-0.188021,999,,,,,,,135.619994354248,2.9291575937152894,151.49999618530273,3.2721382004696773,,,,,,,,,,,,,,,,,,,"Micah Dallas","sa3020391",690921
"Brody Rodning",,1,2,,4.98024,22,2,0,0,,25.3,120,25,15,14,4,15,0,2,26,9.24901,5.33597,1.73333,1.42292,0.216667,0.125,0.09166666865348816,0.242718,1.58103,0.287671,0.726744,,,5.15095,-0.13174,-0.12505,999,,,,,,,74.01999435424807,2.925691564678798,75.49999618530273,2.984189662531967,,,,,,,,,,,,,,,,,,,"Brody Rodning","sa3004591",676697
"Michael Cuevas","HOU",4,6,,5.375,28,12,0,0,,72,334,80,46,43,9,35,0,7,44,5.5,4.375,1.25714,1.125,0.131737,0.10479,0.026946112513542175,0.273973,1.59722,0.297071,0.673828,,,5.28791,-0.131895,-0.21828,999,,,,,,,176.10000000000008,2.4458333333333346,205,2.8472222222222223,,,,,,,,,,,,,,,,,,,"Michael Cuevas","sa3011437",689821
"Spencer Bivens","SFG",3,4,,4.29173,43,1,0,1,,71.3,312,74,37,34,9,24,1,5,53,6.69004,3.02945,2.20833,1.13604,0.169872,0.0769231,0.09294871240854263,0.261484,1.37447,0.294118,0.714286,,,4.50961,-0.133071,0.0507346,999,,,,,,,247.5200225830079,3.47152891989821,262.50001525878906,3.6816269848997916,,,,,,,,,,,,,,,,,,,"Spencer Bivens","30226",702352
"Austin Schulfer","PHI",2,2,,4.88372,30,1,0,0,,38.7,173,40,23,21,5,17,0,3,28,6.51163,3.95349,1.64706,1.16279,0.16185,0.0982659,0.06358381360769272,0.261438,1.47287,0.291667,0.68,,,4.91808,-0.133761,-0.163541,999,,,,,,,116.88000564575196,3.0201551251048184,124.50000381469727,3.2170542987152357,,,,,,,,,,,,,,,,,,,"Austin Schulfer","sa3007585",662165
"Manuel Castro","SDP",3,5,,4.67308,39,1,0,0,,52,230,50,29,27,8,24,2,2,51,8.82692,4.15385,2.125,1.38462,0.221739,0.104348,0.11739130318164825,0.245098,1.42308,0.289655,0.71656,,,4.6736,-0.133916,-0.207873,999,,,,,,,180.39999999999998,3.469230769230769,180,3.4615384615384617,,,,,,,,,,,,,,,,,,,"Manuel Castro","sa3017493",701195
"Nick Robertson","LAD",2,1,,5.13742,41,0,0,0,,47.3,214,47,29,27,7,23,1,2,44,8.37209,4.37632,1.91304,1.33192,0.205607,0.107477,0.09813083708286285,0.248677,1.47992,0.289855,0.681063,,,4.78418,-0.134214,-0.418398,999,,,,,,,154.71999435424806,3.271035874204025,158.49999618530273,3.3509513476083663,,,,,,,,,,,,,,,,,,,"Nick Robertson","26226",687798
"Josh Simpson","SEA",4,4,,4.47514,48,1,0,1,,54.3,240,48,29,27,7,28,2,4,59,9.77901,4.64088,2.10714,1.16022,0.245833,0.116667,0.12916667014360428,0.230769,1.39963,0.288732,0.70997,,,4.40585,-0.135344,-0.258987,999,,,,,,,216.9199943542481,3.9948434144027947,206.49999618530273,3.802946576182702,,,,,,,,,,,,,,,,,,,"Josh Simpson","25957",681006
"Wyatt Mills","LAD",2,3,,5.28217,31,5,0,0,,44.3,199,43,28,26,7,21,2,6,39,7.92325,4.26637,1.85714,1.42212,0.19598,0.105528,0.09045225381851196,0.25,1.4447,0.285714,0.664207,,,5.25703,-0.135936,-0.257184,999,,,,,,,126.91999435424809,2.865011208579643,127.49999618530273,2.8781038009282547,,,,,,,,,,,,,,,,,,,"Wyatt Mills","20010",670090
"Sean Poppen",,2,4,,4.78992,27,1,0,0,,35.7,161,35,21,19,4,17,1,4,30,7.56302,4.28571,1.76471,1.0084,0.186335,0.10559,0.08074533939361572,0.25,1.45658,0.292453,0.668103,,,4.67575,-0.136317,-0.355822,999,,,,,,,120.98000564575199,3.3887956039301437,123.50000381469727,3.459383786425683,,,,,,,,,,,,,,,,,,,"Sean Poppen","19583",664092
"Luis Contreras",,2,3,,4.83101,45,0,0,0,,50.3,224,47,29,27,7,25,1,4,48,8.58847,4.47316,1.92,1.25249,0.214286,0.111607,0.1026785746216774,0.241026,1.43141,0.285714,0.691318,,,4.76536,-0.136512,-0.332365,999,,,,,,,172.9199943542481,3.437773299742763,169.49999618530273,3.369781287400434,,,,,,,,,,,,,,,,,,,"Luis Contreras","25839",664351
"Tanner Kohlhepp","DET",2,3,,4.97368,30,1,0,0,,38,176,37,23,21,4,21,0,5,32,7.57895,4.97368,1.52381,0.947368,0.181818,0.119318,0.0625000074505806,0.246667,1.52632,0.289474,0.667939,,,4.87198,-0.137327,-0.286889,999,,,,,,,121.8,3.205263157894737,124,3.263157894736842,,,,,,,,,,,,,,,,,,,"Tanner Kohlhepp","sa3022238",681289
"Junior Fernández","MIL",3,3,,4.15704,37,0,0,0,,43.3,197,43,22,20,5,21,0,3,39,8.10624,4.3649,1.85714,1.03926,0.19797,0.106599,0.09137055277824402,0.248555,1.47806,0.294574,0.736842,,,4.49772,-0.138561,0.110489,999,,,,,,,153.11999435424804,3.5362585924295433,157.49999618530273,3.6374133709105982,,,,,,,,,,,,,,,,,,,"Junior Fernandez","18496",658551
"Drew Smith","MIN",2,4,,4.5,38,0,0,0,,36,156,34,19,18,6,16,0,2,37,9.25,4,2.3125,1.5,0.237179,0.102564,0.13461538404226303,0.246377,1.38889,0.294737,0.745192,,,4.74625,-0.13907,0.00127689,999,,,,,,,124.20000000000002,3.4500000000000006,122,3.388888888888889,,,,,,,,,,,,,,,,,,,"Drew Smith","17755",622098
"Will Childers","MIL",3,4,,4.55696,45,1,0,0,,55.3,243,53,30,28,8,26,0,1,49,7.97468,4.23146,1.88462,1.30199,0.201646,0.106996,0.09465020149946213,0.24537,1.42857,0.283019,0.722714,,,4.70837,-0.13922,-0.0464311,999,,,,,,,190.019994354248,3.4361663105937588,189.49999618530273,3.42676308860245,,,,,,,,,,,,,,,,,,,"Will Childers","sa3021720",682999
"Jordan Marks",,1,3,,5.04878,29,2,0,0,,41,182,44,25,23,6,15,0,2,27,5.92683,3.29268,1.8,1.31707,0.148352,0.0824176,0.06593406945466995,0.266667,1.43902,0.287879,0.671937,,,4.9644,-0.139538,-0.276987,999,,,,,,,118.20000000000002,2.882926829268293,130,3.1707317073170733,,,,,,,,,,,,,,,,,,,"Jordan Marks","sa3018192",671960
"Ryan Loutos","SEA",3,3,,4.52424,46,0,0,1,,55.7,244,55,30,28,7,23,1,2,48,7.75583,3.71634,2.08696,1.13106,0.196721,0.0942623,0.10245902091264725,0.251142,1.40036,0.292683,0.703812,,,4.39187,-0.139613,-0.346487,999,,,,,,,208.08000564575195,3.7357271597058945,212.50000381469727,3.81508080617633,,,,,,,,,,,,,,,,,,,"Ryan Loutos","29521",702795
"Jeremy Wu-Yelland","BOS",2,1,,4.82574,22,0,0,0,,37.3,168,34,22,20,5,18,1,6,38,9.1689,4.34316,2.11111,1.20643,0.22619,0.107143,0.1190476194024086,0.236111,1.3941,0.287129,0.666667,,,4.77052,-0.141202,-0.193381,999,,,,,,,130.11999435424806,3.488471769859003,125.49999618530273,3.364611226603147,,,,,,,,,,,,,,,,,,,"Jeremy Wu-Yelland","sa3014520",695026
"Blake Holub","MIL",3,3,,4.70455,39,0,0,0,,44,195,41,25,23,6,23,0,1,41,8.38636,4.70455,1.78261,1.22727,0.210256,0.117949,0.0923076942563057,0.239766,1.45455,0.282258,0.701439,,,4.68059,-0.142056,-0.196613,999,,,,,,,155.20000000000002,3.527272727272728,152,3.4545454545454546,,,,,,,,,,,,,,,,,,,"Blake Holub","sa3018147",700183
"A.J. Block",,2,3,,5.24838,31,1,0,0,,46.3,212,46,29,27,6,23,1,6,42,8.16415,4.47084,1.82609,1.16631,0.198113,0.108491,0.08962263911962509,0.251366,1.49028,0.296296,0.660066,,,4.8846,-0.142541,-0.421875,999,,,,,,,146.21999435424803,3.158099282153058,150.49999618530273,3.2505399279755482,,,,,,,,,,,,,,,,,,,"A.J. Block","sa3014916",670191
"Andrew Vasquez",,2,4,,5.26829,29,2,0,0,,41,183,42,26,24,6,15,0,7,33,7.2439,3.29268,2.2,1.31707,0.180328,0.0819672,0.09836065024137497,0.26087,1.39024,0.295082,0.63786,,,5.03758,-0.143125,-0.353475,999,,,,,,,120.40000000000002,2.936585365853659,127,3.097560975609756,,,,,,,,,,,,,,,,,,,"Andrew Vasquez","19482",607755
"Nick Mikolajchak","MIN",2,2,,4.73684,30,0,0,0,,32.3,144,33,18,17,4,16,1,0,24,6.68731,4.4582,1.5,1.11455,0.166667,0.111111,0.055555559694767,0.257812,1.51703,0.29,0.714286,,,4.74504,-0.143415,-0.161025,999,,,,,,,104.01999435424808,3.2204333378094034,109.49999618530273,3.390092841230288,,,,,,,,,,,,,,,,,,,"Nick Mikolajchak","sa3010303",679777
"Carter Spivey","CLE",2,3,,5.04545,18,13,0,0,,66,300,72,40,37,10,30,0,4,41,5.59091,4.09091,1.36667,1.36364,0.136667,0.1,0.03666666895151138,0.270677,1.54545,0.288372,0.704545,,,5.40786,-0.146135,-0.0291187,999,,,,,,,158.2000000000001,2.3969696969696983,180,2.727272727272727,,,,,,,,,,,,,,,,,,,"Carter Spivey","sa3023477",701053
"Michael Stryffeler",,1,2,,4.63636,29,0,0,0,,33,148,32,18,17,4,17,0,1,29,7.90909,4.63636,1.70588,1.09091,0.195946,0.114865,0.0810810849070549,0.246154,1.48485,0.28866,0.714286,,,4.58968,-0.146135,-0.102254,999,,,,,,,115.80000000000005,3.5090909090909106,117,3.5454545454545454,,,,,,,,,,,,,,,,,,,"Michael Stryffeler","sa3010005",691068
"Peyton Alford","SEA",3,4,,4.43532,39,0,0,0,,48.7,214,45,26,24,6,24,0,3,47,8.68583,4.43532,1.95833,1.10883,0.219626,0.11215,0.10747664421796799,0.240642,1.41684,0.291045,0.709571,,,4.46984,-0.147501,-0.277838,999,,,,,,,182.58000564575195,3.7490760325551116,178.50000381469727,3.6652977621826897,,,,,,,,,,,,,,,,,,,"Peyton Alford","sa3016843",688230
"Sam Long","KCR",3,4,,4.81836,47,1,0,0,,52.3,233,52,30,28,7,26,2,2,43,7.39962,4.47419,1.65385,1.20459,0.184549,0.111588,0.07296137511730194,0.253659,1.4914,0.290323,0.703812,,,4.83686,-0.148077,-0.171622,999,,,,,,,167.71999435424806,3.206883304032617,172.49999618530273,3.298279133875526,,,,,,,,,,,,,,,,,,,"Sam Long","25379",669674
"Tyler Mattison","DET",3,3,,4.82574,34,2,0,0,,37.3,166,36,22,20,6,20,0,1,36,8.68633,4.82574,1.8,1.44772,0.216867,0.120482,0.09638554602861404,0.248276,1.50134,0.291262,0.714286,,,4.985,-0.148253,-0.189863,999,,,,,,,117.61999435424806,3.1533511195727626,117.49999618530273,3.1501340104199533,,,,,,,,,,,,,,,,,,,"Tyler Mattison","sa3018117",694331
"Anthony Simonelli","KCR",2,3,,4.78723,29,2,0,0,,47,210,47,27,25,7,22,0,3,41,7.85106,4.21277,1.86364,1.34043,0.195238,0.104762,0.09047619253396988,0.254054,1.46809,0.291971,0.709459,,,4.92237,-0.148262,-0.0765181,999,,,,,,,146.50000000000006,3.1170212765957457,151,3.2127659574468086,,,,,,,,,,,,,,,,,,,"Anthony Simonelli","sa3017312",690206
"Casey Anderson","ARI",6,8,,4.95716,24,13,0,0,,81.7,377,86,49,45,10,39,0,11,58,6.38923,4.29621,1.48718,1.10159,0.153846,0.103448,0.050397880375385284,0.262997,1.52999,0.293436,0.684685,,,5.14248,-0.148338,0.169222,999,,,,,,,223.97997741699217,2.741493094043637,244.49998474121094,2.992655983770774,,,,,,,,,,,,,,,,,,,"Casey Anderson","sa3022742",814783
"Robinson Martínez",,1,1,,4.93548,26,0,0,0,,31,140,30,18,17,4,16,0,3,29,8.41935,4.64516,1.8125,1.16129,0.207143,0.114286,0.09285714477300644,0.247934,1.48387,0.295455,0.693069,,,4.7803,-0.148951,-0.225643,999,,,,,,,103.19999999999999,3.3290322580645157,104,3.3548387096774195,,,,,,,,,,,,,,,,,,,"Robinson Martinez","sa873188",660822
"Joe La Sorsa","BOS",2,3,,4.24084,50,0,0,1,,57.3,248,59,29,27,7,19,2,4,41,6.43979,2.98429,2.15789,1.09948,0.165323,0.0766129,0.08870968222618103,0.262222,1.36126,0.293785,0.718475,,,4.49639,-0.14949,0.183578,999,,,,,,,201.51999435424804,3.516928395068961,212.49999618530273,3.7085514662251824,,,,,,,,,,,,,,,,,,,"Joe La Sorsa","25481",686747
"Ryan Rolison","CHC",2,3,,4.66775,40,3,0,1,,61.7,271,63,35,32,9,23,1,1,47,6.85575,3.35494,2.04348,1.3128,0.173432,0.0848708,0.08856089413166046,0.255061,1.39384,0.282723,0.694823,,,4.67484,-0.151551,-0.128692,999,,,,,,,208.08000564575195,3.3724473755717796,217.50000381469727,3.525121574153046,,,,,,,,,,,,,,,,,,,"Ryan Rolison","22200",669020
"Isaiah Campbell","ARI",6,5,,4.20108,43,0,0,0,,55.7,244,59,28,26,7,18,1,3,38,6.14004,2.90844,2.11111,1.13106,0.155738,0.0737705,0.08196720480918884,0.264574,1.38241,0.292135,0.729167,,,4.5355,-0.152066,0.172389,999,,,,,,,185.68000564575195,3.333572766650588,200.50000381469727,3.599640952753845,,,,,,,,,,,,,,,,,,,"Isaiah Campbell","25551",663462
"Rhett Kouba",,3,5,,4.93976,29,8,0,0,,74.7,339,79,44,41,10,35,0,5,49,5.90361,4.21687,1.4,1.20482,0.144543,0.103245,0.041297927498817444,0.264214,1.5261,0.2875,0.7,,,5.16994,-0.153178,-0.0910228,999,,,,,,,202.3799774169922,2.709236756156983,221.49998474121094,2.9651940266434402,,,,,,,,,,,,,,,,,,,"Rhett Kouba","sa3017544",688763
