Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Jimmy Endersby",,3,5,,4.70489,17,9,0,0,,59.3,261,62,34,31,9,24,0,2,42,6.37437,3.6425,1.75,1.36594,0.16092,0.091954,0.06896552443504333,0.26383,1.45025,0.288043,0.708447,,,5.00697,0.102545,0.138331,999,,,,,,,172.91999435424816,2.916020178397892,185.49999618530273,3.1281618646189013,,,,,,,,,,,,,,,,,,,"Jimmy Endersby","sa3014921",684544
"Vinny Nittoli",,1,1,,4.5,32,1,0,0,,36,159,37,19,18,4,13,0,3,29,7.25,3.25,2.23077,1,0.18239,0.081761,0.10062891989946365,0.258741,1.38889,0.3,0.698198,,,4.3018,0.102454,0.0823646,999,,,,,,,131.00000000000006,3.6388888888888906,138,3.8333333333333335,,,,,,,,,,,,,,,,,,,"Vinny Nittoli","16754",657697
"Evan Fitterer","SDP",5,8,,4.90731,26,15,0,0,,91.7,413,92,54,50,12,44,0,8,69,6.77208,4.31843,1.56818,1.17775,0.16707,0.106538,0.060532696545124054,0.254848,1.4831,0.285714,0.687919,,,5.03263,0.102276,0.0462426,999,,,,,,,273.77997741699215,2.9856050875500086,284.49998474121094,3.1025081156959033,,,,,,,,,,,,,,,,,,,"Evan Fitterer","sa3011433",683157
"Austin Roberts","TEX",3,3,,4.71204,40,1,0,0,,57.3,249,54,32,30,7,24,0,3,50,7.8534,3.76963,2.08333,1.09948,0.200803,0.0963855,0.10441768169403076,0.243243,1.36126,0.284848,0.674487,,,4.39168,0.102005,-0.234137,999,,,,,,,216.51999435424804,3.778708503266559,214.49999618530273,3.7434554806515288,,,,,,,,,,,,,,,,,,,"Austin Roberts","sa3010254",686762
"Trevor Stephan","CLE",3,4,,4.12214,40,1,0,1,,39.3,172,38,19,18,5,15,1,3,38,8.70229,3.43511,2.53333,1.14504,0.22093,0.0872093,0.13372093439102173,0.246753,1.3486,0.297297,0.73913,,,4.22928,0.101309,0.150376,999,,,,,,,156.51999435424807,3.982697134676968,157.49999618530273,4.007633568521234,,,,,,,,,,,,,,,,,,,"Trevor Stephan","19932",663986
"Noah Davis","PIT",3,4,,4.78854,31,9,0,0,,73.3,328,74,42,39,10,28,0,10,63,7.73533,3.43793,2.25,1.22783,0.192073,0.0853659,0.10670731216669083,0.255172,1.39154,0.294931,0.681818,,,4.74496,0.0998095,0.242106,999,,,,,,,239.02002258300783,3.26084601134646,248.50001525878906,3.3901774203654655,,,,,,,,,,,,,,,,,,,"Noah Davis","25862",663562
"Wilkel Hernandez",,4,5,,5.212,28,19,0,0,,96.7,432,105,61,56,15,37,0,6,64,5.95657,3.44364,1.72973,1.39607,0.148148,0.0856481,0.0625,0.269923,1.46846,0.290323,0.669421,,,5.16202,0.099299,-0.20842,999,,,,,,,257.0799774169923,2.6585313912118536,287.49998474121094,2.9731126557852194,,,,,,,,,,,,,,,,,,,"Wilkel Hernandez","sa918026",665859
"Adrian Sampson",,4,6,,5.25773,18,17,0,0,,87.3,394,101,55,51,13,31,0,6,49,5.05155,3.19588,1.58065,1.34021,0.124365,0.0786802,0.04568527638912201,0.282913,1.51203,0.298305,0.676626,,,5.2199,0.0987988,0.00568226,999,,,,,,,210.52002258300786,2.411454928108035,254.50001525878906,2.9152348953287306,,,,,,,,,,,,,,,,,,,"Adrian Sampson","13339",592716
"John Rooney","TBR",3,3,,4.5,41,3,0,0,,52,232,47,28,26,6,25,1,7,52,9,4.32692,2.08,1.03846,0.224138,0.107759,0.11637931317090988,0.235,1.38462,0.288732,0.691824,,,4.48129,0.0986564,0.0486518,999,,,,,,,196.8,3.784615384615385,190,3.6538461538461537,,,,,,,,,,,,,,,,,,,"John Rooney","24590",680701
"Jordan Geber","NYM",3,3,,4.97238,20,8,0,0,,54.3,241,59,32,30,8,19,0,2,36,5.96685,3.14917,1.89474,1.32597,0.149378,0.0788382,0.07053942233324051,0.268182,1.43646,0.289773,0.688623,,,4.88468,0.0976887,-0.019697,999,,,,,,,159.01999435424804,2.928545056879385,176.49999618530273,3.2504603805747183,,,,,,,,,,,,,,,,,,,"Jordan Geber","sa3019958",802363
"Connor Schultz","CHC",3,3,,4.96464,21,10,0,0,,70.7,310,75,42,39,12,21,0,3,51,6.49222,2.67327,2.42857,1.52758,0.164516,0.0677419,0.09677419811487198,0.262238,1.35785,0.282511,0.681818,,,4.91731,0.0970448,0.044996,999,,,,,,,210.57997741699216,2.9785005163600338,227.49998474121094,3.2178217052506857,,,,,,,,,,,,,,,,,,,"Connor Schultz","sa3024948",701565
"Jack Leftwich","CLE",3,4,,4.52716,30,5,0,0,,49.7,217,50,27,25,7,20,0,1,40,7.24346,3.62173,2,1.26761,0.184332,0.0921659,0.09216590225696564,0.255102,1.40845,0.288591,0.714286,,,4.62407,0.0969236,0.0734892,999,,,,,,,168.68000564575198,3.393963844192416,174.50000381469727,3.511066421246804,,,,,,,,,,,,,,,,,,,"Jack Leftwich","sa3018169",676393
"Abdiel Mendoza","SEA",4,5,,4.64435,29,6,0,0,,71.7,316,72,40,37,9,28,0,5,56,7.02929,3.51464,2,1.12971,0.177215,0.0886076,0.08860759437084198,0.254417,1.3947,0.288991,0.686499,,,4.58562,0.0950872,-0.183004,999,,,,,,,245.6799774169922,3.4264991335263275,254.49998474121094,3.549511793214244,,,,,,,,,,,,,,,,,,,"Abdiel Mendoza","sa916829",665959
"Shinnosuke Ogasawara","WSN",2,2,,5.00773,27,9,0,1,,64.7,281,66,39,36,10,23,0,4,51,7.09428,3.19938,2.21739,1.39104,0.181495,0.0818505,0.09964413195848465,0.259843,1.37558,0.290155,0.666667,,,4.81984,0.0948334,-0.0183131,999,,,,,,,209.17997741699222,3.233075537612917,218.49998474121094,3.3771251166519147,,,,,,,,,,,,,,,,,,,"Shinnosuke Ogasawara","35324",829272
"Patrick Copen","LAD",4,6,,5.58494,24,24,0,0,,98.3,455,94,66,61,14,63,0,10,90,8.24008,5.76806,1.42857,1.28179,0.197802,0.138462,0.05934065580368042,0.246073,1.59715,0.28777,0.6623,,,5.38336,0.09443,-0.399194,999,,,,,,,271.8200225830079,2.7652086891582983,270.50001525878906,2.751780334293204,,,,,,,,,,,,,,,,,,,"Patrick Copen","sa3023283",814527
"Grant Holman","PHI",4,2,,4.00468,38,2,0,1,,42.7,184,41,21,19,5,16,1,2,35,7.37705,3.37237,2.1875,1.05386,0.190217,0.0869565,0.10326086729764938,0.246988,1.33489,0.285714,0.72,,,4.28268,0.0940106,0.271893,999,,,,,,,167.880005645752,3.931615987029673,168.50000381469727,3.9461358502115815,,,,,,,,,,,,,,,,,,,"Grant Holman","30002",680880
"Roel Garcia III","TBR",3,4,,5.09434,19,8,0,0,,58.3,255,63,36,33,10,18,0,3,40,6.17496,2.77873,2.22222,1.54374,0.156863,0.0705882,0.08627451211214066,0.269231,1.38937,0.288043,0.671642,,,5.07339,0.093642,-0.106727,999,,,,,,,161.61999435424804,2.772212632406148,178.49999618530273,3.061749545818735,,,,,,,,,,,,,,,,,,,"Roel Garcia III","sa3020253",684967
"Michael Prosecky","COL",5,10,,5.63059,23,23,0,0,,100.7,459,109,68,63,17,48,0,9,76,6.79245,4.28997,1.58333,1.51936,0.165577,0.104575,0.06100217252969742,0.271144,1.55909,0.297735,0.668168,,,5.51845,0.0932041,0.361524,999,,,,,,,233.6799774169922,2.3205559533144684,263.49998474121094,2.61668314525019,,,,,,,,,,,,,,,,,,,"Michael Prosecky","sa3020526",687087
"Will Schomberg","MIA",4,6,,4.98795,22,15,0,0,,83,373,79,50,46,12,41,0,12,75,8.13253,4.44578,1.82927,1.3012,0.201072,0.10992,0.09115280956029892,0.246875,1.44578,0.287554,0.678295,,,5.12309,0.0931845,0.218753,999,,,,,,,252.20000000000002,3.03855421686747,250,3.0120481927710845,,,,,,,,,,,,,,,,,,,"Will Schomberg","sa3023160",801696
"Bradley Blalock","MIA",4,8,,5.22212,25,23,0,1,,110.3,492,120,69,64,17,45,0,3,73,5.95648,3.6718,1.62222,1.38713,0.148374,0.0914634,0.05691055953502655,0.27027,1.49592,0.29096,0.679887,,,5.12063,0.0920556,0.129937,999,,,,,,,301.1200225830079,2.730009195391487,336.50001525878906,3.0507706794975142,,,,,,,,,,,,,,,,,,,"Bradley Blalock","26419",687134
"Michel Otañez","TEX",3,3,,4.32494,40,0,0,1,,43.7,194,34,23,21,5,25,0,5,55,11.3272,5.14874,2.2,1.02975,0.283505,0.128866,0.15463916957378387,0.207317,1.35011,0.278846,0.692308,,,4.16488,0.0903232,-0.0830115,999,,,,,,,197.48000564575196,4.518993185309697,177.50000381469727,4.061784913405064,,,,,,,,,,,,,,,,,,,"Michel Otanez","22533",671305
"Blas Castaño","COL",5,7,,4.71028,26,21,0,1,,107,474,110,61,56,14,39,0,12,74,6.2243,3.28037,1.89744,1.17757,0.156118,0.0822785,0.07383965700864792,0.260047,1.39252,0.286567,0.680062,,,4.8828,0.0900639,0.0216041,999,,,,,,,332.60000000000014,3.1084112149532723,352,3.289719626168224,,,,,,,,,,,,,,,,,,,"Blas Castano","26117",680604
"Tanner Rainey","DET",1,1,,4.57627,42,1,0,1,,41.3,179,36,23,21,5,21,0,2,42,9.15254,4.57627,2,1.08959,0.234637,0.117318,0.11731843650341034,0.230769,1.38015,0.284404,0.68,,,4.34579,0.0869277,-0.125565,999,,,,,,,169.51999435424804,4.104600423385222,160.49999618530273,3.886198526640119,,,,,,,,,,,,,,,,,,,"Tanner Rainey","17610",663432
"José Ureña",,2,4,,5.21924,23,11,0,0,,70.7,319,78,44,41,11,32,1,3,48,6.11033,4.07355,1.5,1.40028,0.15047,0.100313,0.05015673488378525,0.274648,1.55587,0.297778,0.697674,,,5.28507,0.0862538,-0.124319,999,,,,,,,176.07997741699216,2.490523126131055,201.49998474121094,2.8500706285563826,,,,,,,,,,,,,,,,,,,"Jose Urena","11589",570632
"Kyle Amendt","ARI",2,1,,3.89189,35,0,0,0,,37,162,32,17,16,4,21,0,0,41,9.97297,5.10811,1.95238,0.972973,0.253086,0.12963,0.12345679104328156,0.22695,1.43243,0.291667,0.759494,,,4.02703,0.0857628,0.276306,999,,,,,,,160.40000000000003,4.335135135135136,152,4.108108108108108,,,,,,,,,,,,,,,,,,,"Kyle Amendt","sa3022904",694900
"Garrett McDaniels","LAD",3,2,,4.70019,36,5,0,0,,51.7,235,51,29,27,6,26,0,4,44,7.65957,4.52611,1.69231,1.04449,0.187234,0.110638,0.0765957459807396,0.24878,1.48936,0.290323,0.699708,,,4.68253,0.0854091,0.0454797,999,,,,,,,174.18000564575195,3.3690522838562678,178.50000381469727,3.4526112414035577,,,,,,,,,,,,,,,,,,,"Garrett McDaniels","31751",680729
"Anthony Solometo","PIT",4,6,,4.85477,25,22,0,0,,72.3,330,74,42,39,8,36,0,9,47,5.85062,4.48133,1.30556,0.995851,0.142424,0.109091,0.03333333134651184,0.259649,1.52144,0.286957,0.688259,,,5.14067,0.0844519,0.402186,999,,,,,,,203.22002258300788,2.8107885754517548,216.50001525878906,2.99446758119501,,,,,,,,,,,,,,,,,,,"Anthony Solometo","sa3018259",696143
"Jesse Chavez",,2,1,,4.5,31,1,0,0,,40,176,41,22,20,6,15,0,1,37,8.325,3.375,2.46667,1.35,0.210227,0.0852273,0.1249999925494194,0.25625,1.4,0.299145,0.714286,,,4.43514,0.0842876,-0.0202857,999,,,,,,,141.6,3.54,148,3.7,,,,,,,,,,,,,,,,,,,"Jesse Chavez","5448",445926
"Estibenzon Jimenez","PHI",5,7,,5.60748,23,16,0,0,,96.3,429,107,65,60,17,32,0,7,67,6.26168,2.99065,2.09375,1.58879,0.156177,0.0745921,0.08158508688211441,0.274359,1.44341,0.294118,0.642361,,,5.25352,0.0836968,-0.372462,999,,,,,,,242.32002258300787,2.5163033738718523,277.50001525878906,2.881620004826404,,,,,,,,,,,,,,,,,,,"Estibenzon Jimenez","sa3015983",693732
"Josh Staumont",,1,1,,5.02146,25,0,0,1,,23.3,106,22,14,13,2,14,0,1,22,8.49785,5.40773,1.57143,0.772532,0.207547,0.132075,0.07547169923782349,0.241758,1.54506,0.298507,0.662651,,,4.29393,0.0835526,-0.104723,999,,,,,,,93.61999435424805,4.018025640332976,93.49999618530273,4.012875504158102,,,,,,,,,,,,,,,,,,,"Josh Staumont","18335",622251
"Seth Martinez","BOS",2,3,,4.56389,45,1,0,1,,49.3,215,49,27,25,6,19,2,4,40,7.30223,3.46856,2.10526,1.09533,0.186047,0.0883721,0.0976744145154953,0.255208,1.37931,0.294521,0.687919,,,4.49416,0.0833666,-0.00224428,999,,,,,,,178.61999435424806,3.6231236738026786,183.49999618530273,3.7221095136926357,,,,,,,,,,,,,,,,,,,"Seth Martinez","21045",661527
"Wil Crowe",,3,5,,5.14874,17,7,0,0,,43.7,197,47,27,25,6,21,0,1,31,6.38444,4.32494,1.47619,1.2357,0.15736,0.106599,0.05076141655445099,0.268571,1.55606,0.297101,0.687919,,,5.01157,0.0829162,-0.00586255,999,,,,,,,123.38000564575195,2.823341041000313,136.50000381469727,3.123569826810128,,,,,,,,,,,,,,,,,,,"Wil Crowe","19800",640444
"Jacob Webb","CHC",4,3,,4.1681,53,0,0,11,,58.3,242,50,29,27,8,22,2,3,55,8.49057,3.39623,2.5,1.23499,0.227273,0.0909091,0.13636364042758942,0.230415,1.23499,0.272727,0.707237,,,4.31867,0.0821635,0.128215,999,,,,,,,282.01999435424807,4.837392762347957,266.49999618530273,4.571183527836004,,,,,,,,,,,,,,,,,,,"Jacob Webb","19274",657097
"Parker Mushinski","COL",3,4,,4.8,44,0,0,0,,45,205,44,26,24,5,23,1,4,43,8.6,4.6,1.86957,1,0.209756,0.112195,0.09756097197532654,0.247191,1.48889,0.3,0.683333,,,4.46847,0.0809586,0.0925376,999,,,,,,,162.1,3.602222222222222,165,3.6666666666666665,,,,,,,,,,,,,,,,,,,"Parker Mushinski","21324",656786
"Cade Gibson","MIA",5,5,,4.42019,38,6,0,1,,73.3,324,73,39,36,9,29,1,7,58,7.12142,3.56071,2,1.10505,0.179012,0.0895062,0.08950617164373398,0.253472,1.39154,0.289593,0.704698,,,4.62218,0.080195,0.379075,999,,,,,,,253.92002258300784,3.4641202184359057,261.50001525878906,3.5675307554099485,,,,,,,,,,,,,,,,,,,"Cade Gibson","31815",806188
"Sean Reid-Foley",,2,2,,4.07932,35,0,0,0,,35.3,155,31,17,16,4,19,0,1,39,9.94334,4.84419,2.05263,1.01983,0.251613,0.122581,0.12903225421905518,0.22963,1.41643,0.293478,0.743243,,,4.09831,0.0799035,0.175623,999,,,,,,,149.41999435424808,4.232861121350278,142.49999618530273,4.036827174650353,,,,,,,,,,,,,,,,,,,"Sean Reid-Foley","17034",656887
"Ben Anderson","TEX",4,8,,5.42169,22,18,0,0,,91.3,412,103,59,55,14,35,0,3,51,5.02738,3.45016,1.45714,1.38007,0.123786,0.0849515,0.03883495181798935,0.275401,1.5115,0.288026,0.66723,,,5.26,0.0795279,-0.372984,999,,,,,,,223.62002258300788,2.4492882268167953,262.50001525878906,2.8751369823063233,,,,,,,,,,,,,,,,,,,"Ben Anderson","sa3010560",670391
"Nick Sinacola",,3,5,,4.83734,21,10,0,0,,70.7,313,77,41,38,10,25,0,3,47,5.98303,3.18246,1.88,1.27298,0.15016,0.0798722,0.0702875405550003,0.270175,1.44272,0.29386,0.693182,,,4.83245,0.0786094,0.118663,999,,,,,,,209.9799774169922,2.970013953051704,233.49998474121094,3.3026873383339863,,,,,,,,,,,,,,,,,,,"Nick Sinacola","sa3017862",701161
"Rico Garcia","BAL",2,2,,4.41509,45,2,0,10,,53,231,49,28,26,8,25,1,1,56,9.50943,4.24528,2.24,1.35849,0.242424,0.108225,0.1341991424560547,0.239024,1.39623,0.29078,0.732484,,,4.45589,0.0780738,-0.0127182,999,,,,,,,240.40000000000006,4.535849056603775,235,4.433962264150943,,,,,,,,,,,,,,,,,,,"Rico Garcia","20023",670329
"Joe Jacques","NYM",2,2,,4.38134,43,1,0,0,,49.3,219,49,26,24,5,19,1,6,41,7.48479,3.46856,2.15789,0.912779,0.187215,0.086758,0.10045662522315979,0.252577,1.37931,0.297297,0.688525,,,4.31161,0.0779973,-0.0336334,999,,,,,,,182.91999435424808,3.7103447704871497,188.49999618530273,3.8235293935582995,,,,,,,,,,,,,,,,,,,"Joe Jacques","25178",682175
"Lou Trivino","PHI",2,3,,4.7806,45,2,0,1,,43.3,196,44,25,23,6,20,1,3,40,8.31409,4.15704,2,1.24711,0.204082,0.102041,0.10204081982374191,0.254335,1.47806,0.299213,0.701439,,,4.68248,0.0770598,-0.0929505,999,,,,,,,147.21999435424803,3.3999999295206034,153.49999618530273,3.5450346163960624,,,,,,,,,,,,,,,,,,,"Lou Trivino","15043",642152
"Trevor Kuncl","CIN",2,2,,4.8,45,0,0,0,,45,191,45,26,24,7,14,0,1,38,7.6,2.8,2.71429,1.4,0.198953,0.0732984,0.1256544515490532,0.255682,1.31111,0.290076,0.670732,,,4.46847,0.0762103,-0.10236,999,,,,,,,160.89999999999998,3.575555555555555,165,3.6666666666666665,,,,,,,,,,,,,,,,,,,"Trevor Kuncl","sa3066360",805321
"Xzavion Curry","NYM",4,6,,5.19231,26,13,0,0,,78,345,86,49,45,13,31,1,2,52,6,3.57692,1.67742,1.5,0.150725,0.0898551,0.06086955964565277,0.275641,1.5,0.295547,0.688259,,,5.2377,0.0753881,0.462547,999,,,,,,,198.70000000000007,2.5474358974358986,226,2.8974358974358974,,,,,,,,,,,,,,,,,,,"Xzavion Curry","25595",675540
"Zach Messinger","NYY",4,5,,5.35589,27,12,0,0,,85.7,380,87,55,51,14,37,1,5,67,7.03617,3.88565,1.81081,1.47025,0.176316,0.0973684,0.07894736528396606,0.257396,1.44691,0.284047,0.66092,,,5.16547,0.0747743,-0.448906,999,,,,,,,243.7799774169922,2.8445739334649116,254.49998474121094,2.96966153796848,,,,,,,,,,,,,,,,,,,"Zach Messinger","sa3018093",684725
"Trevor Richards","CHW",1,2,,4.95256,42,2,0,0,,52.7,229,50,31,29,8,23,1,1,54,9.22201,3.92789,2.34783,1.36622,0.235808,0.100437,0.13537118583917618,0.243902,1.3852,0.293706,0.679612,,,4.42546,0.0746789,-0.163293,999,,,,,,,197.58000564575195,3.749146162910445,195.50000381469727,3.7096774380348765,,,,,,,,,,,,,,,,,,,"Trevor Richards","19309",670950
"Houston Harding","LAA",2,3,,5.22,17,7,0,0,,50,227,54,31,29,7,24,0,1,35,6.3,4.32,1.45833,1.26,0.154185,0.105727,0.04845815151929855,0.267327,1.56,0.29375,0.68915,,,5.05514,0.0745116,-0.0988467,999,,,,,,,138.49999999999997,2.7699999999999996,154,3.08,,,,,,,,,,,,,,,,,,,"Houston Harding","sa3017820",699613
"Mike Paredes","MIN",4,5,,4.58864,34,3,0,0,,86.3,376,92,48,44,12,28,0,3,60,6.25724,2.92005,2.14286,1.25145,0.159574,0.0744681,0.08510638028383255,0.266667,1.3905,0.29304,0.697674,,,4.62992,0.0743009,-0.0405207,999,,,,,,,278.82002258300787,3.230822858902885,302.50001525878906,3.5052144213409453,,,,,,,,,,,,,,,,,,,"Mike Paredes","30187",702474
"Jack Dallas","PHI",1,2,,4.78723,31,3,0,0,,47,206,49,27,25,7,15,1,3,37,7.08511,2.87234,2.46667,1.34043,0.179612,0.0728155,0.10679611563682556,0.260638,1.3617,0.291667,0.682657,,,4.64577,0.0740059,-0.0114382,999,,,,,,,154.30000000000004,3.282978723404256,164,3.4893617021276597,,,,,,,,,,,,,,,,,,,"Jack Dallas","sa3020490",806585
"A.J. Causey","ATH",7,8,,4.43077,46,0,0,0,,65,283,63,35,32,8,23,1,5,53,7.33846,3.18462,2.30435,1.10769,0.187279,0.0812721,0.10600706189870834,0.247059,1.32308,0.283505,0.681818,,,4.39667,0.0697081,-0.0562095,999,,,,,,,240.8,3.704615384615385,243,3.7384615384615385,,,,,,,,,,,,,,,,,,,"A.J. Causey","sa3028661",822067
"John Means","KCR",2,2,,4.88571,9,9,0,0,,35,146,36,21,19,6,10,0,2,22,5.65714,2.57143,2.2,1.54286,0.150685,0.0684932,0.08219178766012192,0.268657,1.31429,0.283019,0.664894,,,5.13514,0.069597,0.115194,999,,,,,,,99.6,2.8457142857142856,105,3,,,,,,,,,,,,,,,,,,,"John Means","16269",607644
"Mason Thompson","TEX",2,3,,4.95413,30,1,0,0,,32.7,146,30,19,18,3,17,1,3,29,7.98165,4.6789,1.70588,0.825688,0.19863,0.116438,0.08219178020954132,0.238095,1.43731,0.287234,0.654206,,,4.38896,0.0686566,-0.199408,999,,,,,,,125.08000564575192,3.825076536007649,122.50000381469727,3.7461773992841203,,,,,,,,,,,,,,,,,,,"Mason Thompson","21850",666168
"Justin Jarvis",,4,6,,5.63233,19,14,0,0,,76.7,344,82,52,48,13,35,0,2,56,6.57106,4.10691,1.6,1.52542,0.162791,0.101744,0.06104651838541031,0.267101,1.52542,0.289916,0.657895,,,5.32549,0.0677627,-0.409841,999,,,,,,,195.4799774169922,2.5486308369595343,215.49998474121094,2.809647891989255,,,,,,,,,,,,,,,,,,,"Justin Jarvis","sa3007775",680691
"Rich Hill",,4,8,,5.4,18,17,0,0,,80,359,84,52,48,14,36,0,4,66,7.425,4.05,1.83333,1.575,0.183844,0.100279,0.08356546610593796,0.263323,1.5,0.292887,0.677291,,,5.26014,0.0672109,-0.115326,999,,,,,,,213.4,2.6675,230,2.875,,,,,,,,,,,,,,,,,,,"Rich Hill","4806",448179
"Cory Wall","ATL",3,3,,4.61538,30,5,0,0,,50.7,222,51,28,26,7,18,1,4,41,7.27811,3.19527,2.27778,1.2426,0.184685,0.0810811,0.10360360145568848,0.255,1.36095,0.289474,0.692568,,,4.61443,0.0670945,0.144098,999,,,,,,,172.48000564575196,3.4019724467505514,178.50000381469727,3.520710081432123,,,,,,,,,,,,,,,,,,,"Cory Wall","sa3022944",696505
"Nate Pearson","HOU",2,3,,4.47514,46,1,0,4,,54.3,240,51,29,27,8,25,1,3,55,9.11602,4.14365,2.2,1.32597,0.229167,0.104167,0.1250000074505806,0.240566,1.39963,0.288591,0.725309,,,4.5716,0.0669918,-0.0674742,999,,,,,,,212.81999435424805,3.9193369676697025,209.49999618530273,3.8581951957435003,,,,,,,,,,,,,,,,,,,"Nate Pearson","20160",663878
"Bryan Hudson","CHW",2,3,,4.5,44,1,0,1,,52,222,47,28,26,7,23,1,2,50,8.65385,3.98077,2.17391,1.21154,0.225225,0.103604,0.12162162363529205,0.238579,1.34615,0.285714,0.697674,,,4.40437,0.0656431,-0.0966942,999,,,,,,,205.50000000000006,3.951923076923078,198,3.8076923076923075,,,,,,,,,,,,,,,,,,,"Bryan Hudson","19924",663542
"Jose Cabrera","ARI",6,7,,4.82143,23,22,0,0,,112,502,119,65,60,16,44,0,10,77,6.1875,3.53571,1.75,1.28571,0.153386,0.0876494,0.0657370537519455,0.265625,1.45536,0.290141,0.697013,,,5.06371,0.0648014,0.599703,999,,,,,,,314.6,2.8089285714285714,344,3.0714285714285716,,,,,,,,,,,,,,,,,,,"Jose Cabrera","sa3018042",703615
"Chase Shugart","PHI",4,4,,4.77612,42,3,0,1,,60.3,263,61,35,32,9,24,1,3,48,7.16418,3.58209,2,1.34328,0.18251,0.0912548,0.09125475585460663,0.258475,1.40962,0.290503,0.690608,,,4.82668,0.0647643,-0.0931377,999,,,,,,,195.91999435424802,3.2490878413450304,203.49999618530273,3.3747926825881462,,,,,,,,,,,,,,,,,,,"Chase Shugart","21544",663767
"Grant Anderson","MIL",3,4,,4.14286,56,0,0,10,,63,271,56,31,29,9,25,2,4,66,9.42857,3.57143,2.64,1.28571,0.243542,0.0922509,0.15129151195287704,0.231405,1.28571,0.281437,0.730994,,,4.27799,0.064143,0.207369,999,,,,,,,294.9000000000001,4.680952380952382,283,4.492063492063492,,,,,,,,,,,,,,,,,,,"Grant Anderson","20546",681982
"Andrew Saalfrank","ARI",4,2,,3.71739,40,0,0,0,,46,200,42,21,19,4,24,1,1,41,8.02174,4.69565,1.70833,0.782609,0.205,0.12,0.08500000089406967,0.24,1.43478,0.292308,0.745033,,,4.1134,0.0635943,0.357337,999,,,,,,,189.00000000000006,4.108695652173914,185,4.021739130434782,,,,,,,,,,,,,,,,,,,"Andrew Saalfrank","26203",685314
"Ryan Borucki",,2,3,,3.99478,44,1,0,7,,38.3,166,34,18,17,4,16,1,4,38,8.9295,3.75979,2.375,0.939948,0.228916,0.0963855,0.1325301229953766,0.232877,1.30548,0.288462,0.720721,,,4.07508,0.0628762,0.22158,999,,,,,,,189.81999435424805,4.95613572155299,183.49999618530273,4.791122711243846,,,,,,,,,,,,,,,,,,,"Ryan Borucki","16350",621366
"Philip Abner","ARI",3,2,,4.02235,52,0,0,1,,53.7,234,51,26,24,7,21,2,4,51,8.54749,3.51955,2.42857,1.17318,0.217949,0.0897436,0.12820512801408768,0.244019,1.34078,0.291391,0.73955,,,4.32694,0.0613158,0.266585,999,,,,,,,209.680005645752,3.904655543142202,208.50000381469727,3.882681580120043,,,,,,,,,,,,,,,,,,,"Philip Abner","33821",691769
"Drue Hackenberg","ATL",4,7,,5.17241,21,21,0,0,,87,399,88,54,50,11,47,0,8,67,6.93103,4.86207,1.42553,1.13793,0.16792,0.117794,0.05012531578540802,0.255814,1.55172,0.289474,0.677258,,,5.13514,0.0611168,0.110972,999,,,,,,,248.70000000000005,2.858620689655173,261,3,,,,,,,,,,,,,,,,,,,"Drue Hackenberg","sa3023304",802357
"JJ Goss","ATH",3,5,,5.07273,27,9,0,0,,55,244,58,34,31,8,22,0,3,37,6.05455,3.6,1.68182,1.30909,0.151639,0.0901639,0.06147541105747223,0.26484,1.45455,0.287356,0.668605,,,5.04423,0.0609964,-0.0857565,999,,,,,,,156.8,2.850909090909091,170,3.090909090909091,,,,,,,,,,,,,,,,,,,"JJ Goss","sa3011420",683101
"Avery Short","ARI",5,6,,4.7779,20,19,0,0,,92.3,413,102,53,49,13,34,0,6,56,5.46045,3.31528,1.64706,1.26761,0.135593,0.0823245,0.05326876789331436,0.273458,1.47346,0.292763,0.704584,,,5.0528,0.0603304,0.546699,999,,,,,,,249.9200225830079,2.7076924628362544,284.50001525878906,3.082340258420727,,,,,,,,,,,,,,,,,,,"Avery Short","sa3011712",683008
"Marc Church","TEX",2,3,,4.76471,26,1,0,1,,34,151,31,19,18,4,18,0,1,34,9,4.76471,1.88889,1.05882,0.225166,0.119205,0.10596026480197906,0.234848,1.44118,0.287234,0.691244,,,4.34102,0.0597415,-0.122332,999,,,,,,,136.80000000000004,4.023529411764707,133,3.911764705882353,,,,,,,,,,,,,,,,,,,"Marc Church","26353",687847
"Trey McLoughlin","HOU",2,1,,4.07932,28,1,0,0,,35.3,153,34,17,16,5,14,0,1,33,8.4136,3.56941,2.35714,1.27479,0.215686,0.0915033,0.12418300658464432,0.246377,1.35977,0.29,0.756098,,,4.3816,0.0594225,0.167914,999,,,,,,,132.31999435424805,3.748441847424426,132.49999618530273,3.753541049547515,,,,,,,,,,,,,,,,,,,"Trey McLoughlin","sa3017277",694381
